Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.0050,0.65,51.66,mid starboard,0.233,51.01,1.0000,1.0000,0.0050
1.2,3.000,0.000,0.0077,9.84,50.53,mid starboard,0.159,40.69,1.0000,1.0000,0.0077
1.3,3.000,0.000,0.0100,13.07,50.74,mid starboard,0.124,37.66,1.0000,1.0000,0.0100
1.4,3.000,0.000,0.0015,0.00,51.35,mid starboard,0.281,51.35,1.0000,1.0000,0.0015
1.5,3.000,0.000,0.0000,0.00,51.88,mid starboard,0.277,51.88,1.0000,1.0000,0.0000
2.1,3.000,0.000,0.0116,3.05,48.30,mid starboard,0.281,45.25,1.0000,1.0000,0.0116
2.2,3.000,0.000,0.0437,0.65,48.63,mid starboard,0.188,47.98,1.0000,1.0000,0.0437
2.3,3.000,0.000,0.0023,13.47,49.88,mid starboard,0.137,36.41,1.0000,1.0000,0.0023
2.4,3.000,0.000,0.0673,9.83,46.98,mid starboard,0.035,19.90,0.7368,0.7368,0.0496
2.5,3.000,0.000,0.0030,26.61,48.97,mid starboard,0.037,22.37,0.6151,0.6151,0.0018
2.6,3.000,0.000,0.0854,60.00,45.55,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.7,3.000,0.000,0.0029,0.26,51.20,mid starboard,0.292,50.94,1.0000,1.0000,0.0029
2.8,3.000,0.000,0.0127,0.00,50.57,mid starboard,0.256,50.57,1.0000,1.0000,0.0127
2.9,3.000,0.000,0.0002,0.00,51.75,mid starboard,0.274,51.75,1.0000,1.0000,0.0002
2.10,3.000,0.000,0.0003,0.00,50.62,mid starboard,0.346,50.62,1.0000,1.0000,0.0003
2.11,3.000,0.000,0.0138,0.07,51.81,mid starboard,0.283,51.75,1.0000,1.0000,0.0138
3.1,3.000,0.000,0.1013,3.46,37.43,aft starboard,0.172,33.97,1.0000,1.0000,0.1013
3.2,3.000,0.000,0.0000,30.23,48.35,mid starboard,0.016,18.12,0.0000,0.0000,0.0000
3.3,3.000,0.000,0.0049,8.27,43.04,aft starboard,0.337,34.76,1.0000,1.0000,0.0049
3.4,3.000,0.000,0.0089,7.36,42.19,mid starboard,0.420,34.82,1.0000,1.0000,0.0089
3.5,3.000,0.000,0.0022,60.00,44.60,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.6,3.000,0.000,0.0251,0.26,50.40,mid starboard,0.264,50.14,1.0000,1.0000,0.0251
3.7,3.000,0.000,0.1205,0.07,51.68,mid starboard,0.279,51.62,1.0000,1.0000,0.1205
4.1,3.000,0.000,0.0199,60.00,39.45,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.2,3.000,0.000,0.0034,8.33,41.92,aft starboard,0.362,33.59,1.0000,1.0000,0.0034
4.3,3.000,0.000,0.0426,12.95,34.47,aft starboard,0.104,21.51,0.9640,0.9640,0.0411
4.4,3.000,0.000,0.0262,60.00,40.66,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.5,3.000,0.000,0.0072,7.60,40.81,mid starboard,0.523,33.21,1.0000,1.0000,0.0072
4.6,3.000,0.000,0.0779,60.00,34.00,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.7,3.000,0.000,0.0021,6.05,39.77,mid starboard,0.643,33.72,1.0000,1.0000,0.0021
4.8,3.000,0.000,0.0000,60.00,43.95,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.9,3.000,0.000,0.0028,0.00,48.66,mid starboard,0.280,48.66,1.0000,1.0000,0.0028
