Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.0885,4.07,49.02,mid starboard,0.085,35.13,0.9186,0.9186,0.0813
1.2,3.000,0.000,0.0405,4.15,50.15,mid starboard,0.114,38.85,0.9880,0.9880,0.0400
1.3,3.000,0.000,0.0059,0.18,51.69,mid starboard,0.236,51.51,1.0000,1.0000,0.0059
1.4,3.000,0.000,0.1345,0.00,51.62,mid starboard,0.287,51.62,1.0000,1.0000,0.1345
2.1,3.000,0.000,0.2926,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
2.2,3.000,0.000,0.0204,60.00,47.01,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.3,3.000,0.000,0.0691,6.07,41.28,mid starboard,0.183,35.21,1.0000,1.0000,0.0691
2.4,3.000,0.000,0.0119,4.64,49.52,mid starboard,0.094,33.16,0.9410,0.9410,0.0112
2.5,3.000,0.000,0.1711,1.30,40.93,mid starboard,0.314,39.64,1.0000,1.0000,0.1711
3.1,3.000,0.000,0.0031,,,,,,,0.0000,0.0000
3.2,3.000,0.000,0.0007,60.00,46.48,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.3,3.000,0.000,0.0026,0.00,41.28,mid starboard,0.183,41.28,1.0000,1.0000,0.0026
3.4,3.000,0.000,-0.0045,0.00,40.93,mid starboard,0.314,40.93,1.0000,1.0000,-0.0045
3.5,3.000,0.000,0.0687,7.37,29.86,mid starboard,0.161,22.48,1.0000,1.0000,0.0687
4.1,3.000,0.000,0.0418,,,,,,,0.0000,0.0000
4.2,3.000,0.000,0.0522,9.90,21.51,mid starboard,0.265,11.61,0.9229,0.9229,0.0481
4.3,3.000,0.000,-0.0034,0.00,29.49,mid starboard,0.187,29.49,1.0000,1.0000,-0.0034
5.1,3.000,0.000,0.0003,,,,,,,0.0000,0.0000
6.1,3.000,0.000,0.0031,,,,,,,0.0000,0.0000
6.2,3.000,0.000,0.0016,,,,,,,0.0000,0.0000
6.3,3.000,0.000,0.0006,0.00,20.66,mid starboard,0.365,20.66,1.0000,1.0000,0.0006
7.1,3.000,0.000,0.0000,,,,,,,0.0000,0.0000
1.1,3.600,0.000,0.0885,6.38,37.75,aft starboard,0.202,31.37,1.0000,1.0000,0.0885
1.2,3.600,0.000,0.0405,4.84,38.75,mid starboard,0.254,33.91,1.0000,1.0000,0.0405
1.3,3.600,0.000,0.0059,0.33,39.96,mid starboard,0.372,39.64,1.0000,1.0000,0.0059
1.4,3.600,0.000,0.1345,0.00,39.25,mid starboard,0.469,39.25,1.0000,1.0000,0.1345
2.1,3.600,0.000,0.2926,,,,,,,0.0000,0.0000
2.2,3.600,0.000,0.0204,21.52,36.39,mid starboard,0.039,14.88,0.7420,0.7420,0.0151
2.3,3.600,0.000,0.0691,6.08,29.41,mid starboard,0.292,23.33,1.0000,1.0000,0.0691
2.4,3.600,0.000,0.0119,5.55,38.36,mid starboard,0.219,32.81,1.0000,1.0000,0.0119
2.5,3.600,0.000,0.1711,1.22,28.24,mid starboard,0.449,27.02,1.0000,1.0000,0.1711
3.1,3.600,0.000,0.0031,,,,,,,0.0000,0.0000
3.2,3.600,0.000,0.0007,28.50,36.06,mid starboard,0.001,2.56,0.1061,0.1061,0.0001
3.3,3.600,0.000,0.0026,0.00,29.40,mid starboard,0.295,29.40,1.0000,1.0000,0.0026
3.4,3.600,0.000,-0.0045,0.00,28.23,mid starboard,0.451,28.23,1.0000,1.0000,-0.0045
3.5,3.600,0.000,0.0687,6.94,13.98,mid starboard,0.073,7.04,0.7188,0.7188,0.0494
4.1,3.600,0.000,0.0418,,,,,,,0.0000,0.0000
4.2,3.600,0.000,0.0522,9.23,8.83,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.3,3.600,0.000,-0.0034,0.00,12.04,mid starboard,0.112,12.04,0.9163,0.9163,-0.0031
5.1,3.600,0.000,0.0003,,,,,,,0.0000,0.0000
6.1,3.600,0.000,0.0031,,,,,,,0.0000,0.0000
6.2,3.600,0.000,0.0016,,,,,,,0.0000,0.0000
6.3,3.600,0.000,0.0006,0.00,4.41,mid starboard,0.085,4.41,0.6640,0.6640,0.0004
7.1,3.600,0.000,0.0000,,,,,,,0.0000,0.0000
1.1,4.000,0.000,0.0885,7.38,30.35,aft starboard,0.236,22.97,1.0000,1.0000,0.0885
1.2,4.000,0.000,0.0405,5.03,32.39,mid starboard,0.289,27.36,1.0000,1.0000,0.0405
1.3,4.000,0.000,0.0059,0.43,33.42,mid starboard,0.401,32.99,1.0000,1.0000,0.0059
1.4,4.000,0.000,0.1345,0.00,32.39,mid starboard,0.506,32.39,1.0000,1.0000,0.1345
2.1,4.000,0.000,0.2926,,,,,,,0.0000,0.0000
2.2,4.000,0.000,0.0204,18.19,29.43,aft starboard,0.078,11.24,0.8227,0.8227,0.0168
2.3,4.000,0.000,0.0691,5.80,22.77,mid starboard,0.260,16.97,1.0000,1.0000,0.0691
2.4,4.000,0.000,0.0119,5.82,32.09,mid starboard,0.250,26.27,1.0000,1.0000,0.0119
2.5,4.000,0.000,0.1711,1.22,20.95,mid starboard,0.399,19.73,1.0000,1.0000,0.1711
3.1,4.000,0.000,0.0031,,,,,,,0.0000,0.0000
3.2,4.000,0.000,0.0007,20.69,29.42,aft starboard,0.039,8.72,0.6477,0.6477,0.0005
3.3,4.000,0.000,0.0026,0.00,22.55,mid starboard,0.287,22.55,1.0000,1.0000,0.0026
3.4,4.000,0.000,-0.0045,0.00,20.87,mid starboard,0.407,20.87,1.0000,1.0000,-0.0045
3.5,4.000,0.000,0.0687,60.00,-0.01,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.1,4.000,0.000,0.0418,,,,,,,0.0000,0.0000
4.2,4.000,0.000,0.0522,,,,,,,0.0000,0.0000
4.3,4.000,0.000,-0.0034,,,,,,,0.0000,0.0000
5.1,4.000,0.000,0.0003,,,,,,,0.0000,0.0000
6.1,4.000,0.000,0.0031,,,,,,,0.0000,0.0000
6.2,4.000,0.000,0.0016,,,,,,,0.0000,0.0000
6.3,4.000,0.000,0.0006,,,,,,,0.0000,0.0000
7.1,4.000,0.000,0.0000,,,,,,,0.0000,0.0000
