Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.0150,13.47,49.88,mid starboard,0.137,36.41,1.0000,1.0000,0.0150
1.2,3.000,0.000,0.0099,13.07,50.74,mid starboard,0.124,37.66,1.0000,1.0000,0.0099
1.3,3.000,0.000,0.0002,0.04,52.32,mid starboard,0.257,52.28,1.0000,1.0000,0.0002
2.1,3.000,0.000,0.1309,60.00,40.03,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.2,3.000,0.000,0.0133,26.93,42.82,aft starboard,0.059,15.90,0.6547,0.6547,0.0087
2.3,3.000,0.000,0.0030,30.23,48.35,mid starboard,0.016,18.12,0.0000,0.0000,0.0000
2.4,3.000,0.000,0.0863,60.00,44.97,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.5,3.000,0.000,0.0011,0.04,52.28,mid starboard,0.256,52.24,1.0000,1.0000,0.0011
3.1,3.000,0.000,0.0031,26.88,42.72,aft starboard,0.060,15.84,0.6637,0.6637,0.0021
3.2,3.000,0.000,0.1160,60.00,30.98,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
3.3,3.000,0.000,0.0126,34.73,46.35,mid starboard,0.108,11.62,0.0000,0.0000,0.0000
3.4,3.000,0.000,0.0005,60.00,44.97,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.5,3.000,0.000,0.0000,60.00,44.81,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.6,3.000,0.000,0.0010,0.04,52.28,mid starboard,0.256,52.24,1.0000,1.0000,0.0010
3.7,3.000,0.000,0.0044,0.90,51.95,mid starboard,0.256,51.06,1.0000,1.0000,0.0044
4.1,3.000,0.000,0.0273,60.00,30.91,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.2,3.000,0.000,0.0265,60.00,37.12,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.3,3.000,0.000,0.0034,34.15,46.17,mid starboard,0.119,12.02,0.0000,0.0000,0.0000
4.4,3.000,0.000,0.0978,60.00,40.63,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.5,3.000,0.000,0.0006,34.86,46.33,mid starboard,0.108,11.47,0.0000,0.0000,0.0000
5.1,3.000,0.000,0.0067,23.36,34.27,aft starboard,0.142,10.91,0.9087,0.9087,0.0061
