Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.0372,0.82,50.99,mid starboard,0.178,50.16,1.0000,1.0000,0.0372
1.2,3.000,0.000,0.0171,1.06,51.39,mid starboard,0.192,50.32,1.0000,1.0000,0.0171
1.3,3.000,0.000,0.0034,0.07,51.90,mid starboard,0.243,51.83,1.0000,1.0000,0.0034
1.4,3.000,0.000,0.1343,0.00,51.62,mid starboard,0.287,51.62,1.0000,1.0000,0.1343
2.1,3.000,0.000,0.3372,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
2.2,3.000,0.000,0.0118,2.28,50.06,mid starboard,0.115,41.45,0.9889,0.9889,0.0117
2.3,3.000,0.000,0.0515,2.05,44.25,mid starboard,0.199,42.20,1.0000,1.0000,0.0515
2.4,3.000,0.000,0.0074,1.17,50.95,mid starboard,0.178,47.15,1.0000,1.0000,0.0074
2.5,3.000,0.000,0.2159,0.97,36.44,mid starboard,0.340,35.47,1.0000,1.0000,0.2159
3.1,3.000,0.000,0.0134,,,,,,,0.0000,0.0000
3.2,3.000,0.000,0.0011,2.45,49.65,mid starboard,0.103,36.46,0.9619,0.9619,0.0011
3.3,3.000,0.000,0.0032,0.00,44.25,mid starboard,0.199,44.25,1.0000,1.0000,0.0032
3.4,3.000,0.000,-0.0011,0.00,36.44,mid starboard,0.340,36.44,1.0000,1.0000,-0.0011
3.5,3.000,0.000,0.0693,60.00,11.88,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.1,3.000,0.000,0.0447,,,,,,,0.0000,0.0000
4.2,3.000,0.000,0.0504,4.97,20.93,mid starboard,0.332,15.95,0.9993,0.9993,0.0504
4.3,3.000,0.000,-0.0037,60.00,-0.01,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
5.1,3.000,0.000,0.0000,,,,,,,0.0000,0.0000
6.1,3.000,0.000,0.0057,,,,,,,0.0000,0.0000
6.2,3.000,0.000,0.0045,,,,,,,0.0000,0.0000
6.3,3.000,0.000,0.0041,0.00,20.66,mid starboard,0.365,20.66,1.0000,1.0000,0.0041
7.1,3.000,0.000,0.0000,,,,,,,0.0000,0.0000
1.1,3.600,0.000,0.0372,1.62,39.34,mid starboard,0.315,37.72,1.0000,1.0000,0.0372
1.2,3.600,0.000,0.0171,1.57,39.66,mid starboard,0.337,38.09,1.0000,1.0000,0.0171
1.3,3.600,0.000,0.0034,0.17,40.10,mid starboard,0.384,39.93,1.0000,1.0000,0.0034
1.4,3.600,0.000,0.1343,0.00,39.25,mid starboard,0.469,39.25,1.0000,1.0000,0.1343
2.1,3.600,0.000,0.3372,,,,,,,0.0000,0.0000
2.2,3.600,0.000,0.0118,3.89,38.66,mid starboard,0.244,34.77,1.0000,1.0000,0.0118
2.3,3.600,0.000,0.0515,2.39,32.35,mid starboard,0.318,29.96,1.0000,1.0000,0.0515
2.4,3.600,0.000,0.0074,1.82,39.40,mid starboard,0.314,37.58,1.0000,1.0000,0.0074
2.5,3.600,0.000,0.2159,0.82,23.57,mid starboard,0.414,22.75,1.0000,1.0000,0.2159
3.1,3.600,0.000,0.0134,,,,,,,0.0000,0.0000
3.2,3.600,0.000,0.0011,4.31,38.41,mid starboard,0.220,34.10,1.0000,1.0000,0.0011
3.3,3.600,0.000,0.0032,0.00,32.35,mid starboard,0.318,32.35,1.0000,1.0000,0.0032
