Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.0072,1.67,51.30,mid starboard,0.216,49.63,1.0000,1.0000,0.0072
1.2,3.000,0.000,0.0053,7.09,50.89,mid starboard,0.174,43.80,1.0000,1.0000,0.0053
1.3,3.000,0.000,0.0099,13.07,50.74,mid starboard,0.124,37.66,1.0000,1.0000,0.0099
1.4,3.000,0.000,0.0000,0.00,51.88,mid starboard,0.277,51.88,1.0000,1.0000,0.0000
2.1,3.000,0.000,0.0009,1.66,51.00,mid starboard,0.206,49.33,1.0000,1.0000,0.0009
2.2,3.000,0.000,0.0080,3.40,43.70,aft starboard,0.330,40.30,1.0000,1.0000,0.0080
2.3,3.000,0.000,0.0024,13.47,49.88,mid starboard,0.137,36.41,1.0000,1.0000,0.0024
2.4,3.000,0.000,0.0007,7.02,50.68,mid starboard,0.163,43.66,1.0000,1.0000,0.0007
2.5,3.000,0.000,0.0029,24.23,49.32,mid starboard,0.051,25.10,0.8093,0.8093,0.0023
2.6,3.000,0.000,0.0013,14.26,50.42,mid starboard,0.100,36.16,0.9563,0.9563,0.0012
2.7,3.000,0.000,0.0000,0.00,51.86,mid starboard,0.277,51.86,1.0000,1.0000,0.0000
2.8,3.000,0.000,0.0138,0.07,51.81,mid starboard,0.283,51.75,1.0000,1.0000,0.0138
3.1,3.000,0.000,0.0623,1.66,47.06,aft starboard,0.144,39.30,1.0000,1.0000,0.0623
3.2,3.000,0.000,0.0071,3.40,43.66,aft starboard,0.330,40.27,1.0000,1.0000,0.0071
3.3,3.000,0.000,0.0010,3.94,42.30,aft starboard,0.323,38.36,1.0000,1.0000,0.0010
3.4,3.000,0.000,0.0455,6.97,48.29,mid starboard,0.077,31.72,0.8954,0.8954,0.0407
3.5,3.000,0.000,0.0031,7.59,46.02,mid starboard,0.291,38.43,1.0000,1.0000,0.0031
3.6,3.000,0.000,0.0001,30.23,48.35,mid starboard,0.016,18.12,0.0000,0.0000,0.0000
3.7,3.000,0.000,0.0126,6.05,39.77,mid starboard,0.643,33.72,1.0000,1.0000,0.0126
3.8,3.000,0.000,0.0239,60.00,46.18,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.9,3.000,0.000,0.0001,0.00,51.77,mid starboard,0.274,51.77,1.0000,1.0000,0.0001
3.10,3.000,0.000,0.0018,0.07,51.80,mid starboard,0.282,51.73,1.0000,1.0000,0.0018
4.1,3.000,0.000,0.0009,3.94,42.26,aft starboard,0.323,38.32,1.0000,1.0000,0.0009
4.2,3.000,0.000,0.0694,11.00,24.27,aft starboard,0.102,13.27,0.9152,0.9152,0.0635
4.3,3.000,0.000,0.0003,14.98,49.37,mid starboard,0.117,34.38,0.9932,0.9932,0.0003
4.4,3.000,0.000,0.0020,7.85,45.43,mid starboard,0.318,37.57,1.0000,1.0000,0.0020
4.5,3.000,0.000,0.0004,7.96,45.77,mid starboard,0.281,37.81,1.0000,1.0000,0.0004
