Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
4.2,3.000,0.000,0.0022,60.00,33.40,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.3,3.000,0.000,0.0001,60.00,20.14,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.4,3.000,0.000,0.0022,60.00,27.34,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.5,3.000,0.000,0.0070,60.00,30.01,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.1,3.000,0.000,0.0013,0.00,9.69,aft starboard,0.030,9.69,0.6216,0.6216,0.0008
6.2,3.000,0.000,0.0003,60.00,20.40,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
6.3,3.000,0.000,-0.0003,0.00,27.30,aft starboard,0.117,27.30,0.9938,0.9938,-0.0003
6.4,3.000,0.000,0.0003,60.00,22.27,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.5,3.000,0.000,-0.0009,0.00,3.96,mid starboard,0.091,3.96,0.6584,0.6584,-0.0006
6.6,3.000,0.000,0.0227,,,,,,,0.0000,0.0000
1.1,3.600,0.000,0.1182,9.02,29.90,aft starboard,0.195,20.88,1.0000,1.0000,0.1182
1.2,3.600,0.000,0.0698,12.30,31.58,aft starboard,0.185,19.28,1.0000,1.0000,0.0698
1.3,3.600,0.000,0.0629,15.05,33.73,aft starboard,0.184,18.68,1.0000,1.0000,0.0629
1.4,3.600,0.000,0.3173,60.00,25.92,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
1.5,3.600,0.000,0.0367,0.87,39.87,mid starboard,0.406,39.00,1.0000,1.0000,0.0367
2.1,3.600,0.000,0.0053,9.32,28.91,aft starboard,0.192,19.59,1.0000,1.0000,0.0053
2.2,3.600,0.000,0.0553,60.00,20.71,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.3,3.600,0.000,0.0018,12.17,30.71,aft starboard,0.192,18.54,1.0000,1.0000,0.0018
2.4,3.600,0.000,0.0524,60.00,24.73,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.5,3.600,0.000,0.0012,14.63,33.04,aft starboard,0.197,18.41,1.0000,1.0000,0.0012
2.6,3.600,0.000,0.0589,60.00,21.01,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.7,3.600,0.000,0.0157,60.00,23.93,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.8,3.600,0.000,0.0361,60.00,23.98,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.9,3.600,0.000,0.0202,0.95,39.57,mid starboard,0.432,38.62,1.0000,1.0000,0.0202
3.1,3.600,0.000,0.0042,0.00,25.08,aft starboard,0.228,25.08,1.0000,1.0000,0.0042
3.2,3.600,0.000,0.0055,60.00,14.32,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
3.3,3.600,0.000,0.0002,0.00,27.61,aft starboard,0.270,27.61,1.0000,1.0000,0.0002
3.4,3.600,0.000,-0.0004,0.00,30.60,aft starboard,0.311,30.60,1.0000,1.0000,-0.0004
3.5,3.600,0.000,0.0069,60.00,16.70,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.6,3.600,0.000,0.0163,0.00,4.42,mid starboard,0.085,4.42,0.6643,0.6643,0.0109
3.7,3.600,0.000,0.0776,0.00,39.25,mid starboard,0.469,39.25,1.0000,1.0000,0.0776
4.1,3.600,0.000,0.0029,60.00,18.52,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.2,3.600,0.000,0.0022,60.00,23.24,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.3,3.600,0.000,0.0001,60.00,11.22,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.4,3.600,0.000,0.0022,60.00,18.39,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.5,3.600,0.000,0.0070,60.00,20.28,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.1,3.600,0.000,0.0013,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
6.2,3.600,0.000,0.0003,60.00,11.08,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
6.3,3.600,0.000,-0.0003,0.00,12.51,aft starboard,0.059,12.51,0.7877,0.7877,-0.0002
6.4,3.600,0.000,0.0003,60.00,13.46,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.5,3.600,0.000,-0.0009,,,,,,,0.0000,0.0000
6.6,3.600,0.000,0.0227,,,,,,,0.0000,0.0000
1.1,4.000,0.000,0.1182,10.25,23.43,aft starboard,0.146,13.18,0.9527,0.9527,0.1126
1.2,4.000,0.000,0.0698,12.21,25.07,aft starboard,0.148,12.86,0.9468,0.9468,0.0661
1.3,4.000,0.000,0.0629,14.13,26.98,aft starboard,0.156,12.85,0.9467,0.9467,0.0595
1.4,4.000,0.000,0.3173,60.00,20.15,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
1.5,4.000,0.000,0.0367,0.92,33.18,mid starboard,0.448,32.27,1.0000,1.0000,0.0367
2.1,4.000,0.000,0.0053,10.56,22.38,aft starboard,0.133,11.83,0.9272,0.9272,0.0049
2.2,4.000,0.000,0.0553,60.00,14.75,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.3,4.000,0.000,0.0018,12.12,24.23,aft starboard,0.143,12.11,0.9328,0.9328,0.0016
2.4,4.000,0.000,0.0524,60.00,18.87,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.5,4.000,0.000,0.0012,13.83,26.35,aft starboard,0.158,12.51,0.9404,0.9404,0.0011
2.6,4.000,0.000,0.0589,60.00,15.35,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.7,4.000,0.000,0.0157,60.00,18.06,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.8,4.000,0.000,0.0361,60.00,18.07,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.9,4.000,0.000,0.0202,0.98,32.83,mid starboard,0.471,31.85,1.0000,1.0000,0.0202
3.1,4.000,0.000,0.0042,0.00,15.05,aft starboard,0.162,15.05,0.9848,0.9848,0.0042
3.2,4.000,0.000,0.0055,60.00,8.12,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
3.3,4.000,0.000,0.0002,0.00,19.78,aft starboard,0.220,19.78,1.0000,1.0000,0.0002
3.4,4.000,0.000,-0.0004,0.00,23.20,aft starboard,0.281,23.20,1.0000,1.0000,-0.0004
3.5,4.000,0.000,0.0069,60.00,10.92,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.6,4.000,0.000,0.0163,,,,,,,0.0000,0.0000
3.7,4.000,0.000,0.0776,0.00,32.39,mid starboard,0.506,32.39,1.0000,1.0000,0.0776
4.1,4.000,0.000,0.0029,60.00,12.27,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.2,4.000,0.000,0.0022,60.00,17.27,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.3,4.000,0.000,0.0001,60.00,4.45,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.4,4.000,0.000,0.0022,60.00,12.56,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.5,4.000,0.000,0.0070,60.00,14.20,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.1,4.000,0.000,0.0013,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
6.2,4.000,0.000,0.0003,60.00,3.79,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
6.3,4.000,0.000,-0.0003,34.24,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
6.4,4.000,0.000,0.0003,60.00,7.41,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.5,4.000,0.000,-0.0009,,,,,,,0.0000,0.0000
6.6,4.000,0.000,0.0227,,,,,,,0.0000,0.0000
