Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.0150,13.47,49.88,mid starboard,0.137,36.41,1.0000,1.0000,0.0150
1.2,3.000,0.000,0.0099,13.07,50.74,mid starboard,0.124,37.66,1.0000,1.0000,0.0099
1.3,3.000,0.000,0.0005,0.10,52.30,mid starboard,0.255,52.20,1.0000,1.0000,0.0005
2.1,3.000,0.000,0.1309,60.00,39.74,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.2,3.000,0.000,0.0030,30.23,48.35,mid starboard,0.016,18.12,0.0000,0.0000,0.0000
2.3,3.000,0.000,0.0868,60.00,44.83,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.4,3.000,0.000,0.0043,0.10,52.25,mid starboard,0.255,52.15,1.0000,1.0000,0.0043
3.1,3.000,0.000,0.0133,26.95,41.55,aft starboard,0.062,14.60,0.6467,0.6467,0.0086
3.2,3.000,0.000,0.0000,60.00,44.62,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.1,3.000,0.000,0.1160,60.00,29.66,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.2,3.000,0.000,0.0265,60.00,36.75,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.3,3.000,0.000,0.0126,34.49,45.86,mid starboard,0.121,11.38,0.0000,0.0000,0.0000
4.4,3.000,0.000,0.0133,0.90,51.94,mid starboard,0.257,51.03,1.0000,1.0000,0.0133
5.1,3.000,0.000,0.0043,26.86,41.39,aft starboard,0.065,14.53,0.6645,0.6645,0.0028
5.2,3.000,0.000,0.1101,60.00,39.93,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
5.3,3.000,0.000,0.0006,34.66,45.82,mid starboard,0.121,11.16,0.0000,0.0000,0.0000
6.1,3.000,0.000,0.0375,60.00,29.55,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
6.2,3.000,0.000,0.0047,33.65,45.59,mid starboard,0.138,11.94,0.0000,0.0000,0.0000
6.3,3.000,0.000,0.1165,0.90,51.84,mid starboard,0.256,50.94,1.0000,1.0000,0.1165
7.1,3.000,0.000,0.0021,47.21,37.99,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
7.2,3.000,0.000,0.0409,60.00,39.67,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
