Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.0049,1.27,51.79,mid starboard,0.218,50.53,1.0000,1.0000,0.0049
1.2,3.000,0.000,0.0036,1.70,51.91,mid starboard,0.214,50.20,1.0000,1.0000,0.0036
1.3,3.000,0.000,0.0001,0.03,52.33,mid starboard,0.257,52.30,1.0000,1.0000,0.0001
2.1,3.000,0.000,0.0005,1.28,51.74,mid starboard,0.217,50.46,1.0000,1.0000,0.0005
2.2,3.000,0.000,0.0425,1.26,50.60,mid starboard,0.159,49.35,1.0000,1.0000,0.0425
2.3,3.000,0.000,0.0086,13.26,49.93,mid starboard,0.138,36.68,1.0000,1.0000,0.0086
2.4,3.000,0.000,0.0015,3.97,51.36,mid starboard,0.176,47.39,1.0000,1.0000,0.0015
2.5,3.000,0.000,0.0314,1.69,50.65,mid starboard,0.160,43.94,1.0000,1.0000,0.0314
2.6,3.000,0.000,0.0063,13.08,50.74,mid starboard,0.124,37.66,1.0000,1.0000,0.0063
2.7,3.000,0.000,0.0012,0.03,52.29,mid starboard,0.257,52.27,1.0000,1.0000,0.0012
3.1,3.000,0.000,0.0009,1.49,51.51,mid starboard,0.214,50.02,1.0000,1.0000,0.0009
3.2,3.000,0.000,0.0011,13.48,49.88,mid starboard,0.137,36.41,1.0000,1.0000,0.0011
3.3,3.000,0.000,0.0137,0.12,51.81,mid starboard,0.283,51.69,1.0000,1.0000,0.0137
4.1,3.000,0.000,0.0005,1.51,51.50,mid starboard,0.215,49.99,1.0000,1.0000,0.0005
4.2,3.000,0.000,0.0039,1.27,50.17,mid starboard,0.154,48.90,1.0000,1.0000,0.0039
4.3,3.000,0.000,0.0107,26.47,43.92,aft starboard,0.065,17.45,0.7216,0.7216,0.0077
4.4,3.000,0.000,0.0752,60.00,41.60,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.5,3.000,0.000,0.0015,29.98,48.40,mid starboard,0.017,18.42,0.0391,0.0391,0.0001
4.6,3.000,0.000,0.0133,4.00,49.00,mid starboard,0.069,28.95,0.8697,0.8697,0.0116
4.7,3.000,0.000,0.0126,34.72,46.57,mid starboard,0.103,11.85,0.0000,0.0000,0.0000
4.8,3.000,0.000,0.0554,60.00,45.04,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
5.1,3.000,0.000,0.0081,1.48,49.91,mid starboard,0.147,48.44,1.0000,1.0000,0.0081
5.2,3.000,0.000,0.0020,26.44,43.84,aft starboard,0.067,17.40,0.7281,0.7281,0.0015
5.3,3.000,0.000,0.0028,34.26,46.43,mid starboard,0.111,12.16,0.0000,0.0000,0.0000
5.4,3.000,0.000,0.0000,60.00,44.90,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
5.5,3.000,0.000,0.0006,34.83,46.55,mid starboard,0.103,11.73,0.0000,0.0000,0.0000
5.6,3.000,0.000,0.1195,0.12,51.68,mid starboard,0.279,51.56,1.0000,1.0000,0.1195
6.1,3.000,0.000,0.0018,26.92,43.25,aft starboard,0.059,16.33,0.6564,0.6564,0.0012
6.2,3.000,0.000,0.0092,60.00,40.18,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
6.3,3.000,0.000,0.0939,60.00,33.05,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
6.4,3.000,0.000,0.1101,60.00,40.93,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.5,3.000,0.000,0.0006,34.37,46.41,mid starboard,0.111,12.05,0.0000,0.0000,0.0000
7.1,3.000,0.000,0.0046,1.50,49.89,mid starboard,0.148,48.39,1.0000,1.0000,0.0046
7.2,3.000,0.000,0.0004,26.89,43.17,aft starboard,0.060,16.28,0.6633,0.6633,0.0003
7.3,3.000,0.000,0.0064,16.90,29.46,aft starboard,0.290,12.56,0.9412,0.9412,0.0060
7.4,3.000,0.000,0.0178,60.00,32.99,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
7.5,3.000,0.000,0.0105,17.99,39.04,mid starboard,0.646,21.06,1.0000,1.0000,0.0105
7.6,3.000,0.000,0.0243,60.00,40.80,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
1.1,3.600,0.000,0.0019,2.31,39.95,mid starboard,0.375,37.64,1.0000,1.0000,0.0019
1.2,3.600,0.000,0.0014,2.45,40.02,mid starboard,0.375,37.57,1.0000,1.0000,0.0014
1.3,3.600,0.000,0.0001,0.05,40.35,mid starboard,0.405,40.30,1.0000,1.0000,0.0001
2.1,3.600,0.000,0.0002,2.46,39.91,mid starboard,0.374,37.45,1.0000,1.0000,0.0002
2.2,3.600,0.000,0.0454,2.31,39.05,mid starboard,0.292,36.75,1.0000,1.0000,0.0454
2.3,3.600,0.000,0.0034,9.63,38.55,mid starboard,0.300,28.92,1.0000,1.0000,0.0034
2.4,3.600,0.000,0.0006,5.44,39.61,mid starboard,0.344,34.17,1.0000,1.0000,0.0006
2.5,3.600,0.000,0.0335,2.45,39.18,mid starboard,0.294,36.73,1.0000,1.0000,0.0335
2.6,3.600,0.000,0.0025,9.09,39.08,mid starboard,0.310,29.99,1.0000,1.0000,0.0025
2.7,3.600,0.000,0.0013,0.05,40.32,mid starboard,0.403,40.27,1.0000,1.0000,0.0013
3.1,3.600,0.000,0.0004,3.05,39.71,mid starboard,0.369,36.67,1.0000,1.0000,0.0004
3.2,3.600,0.000,0.0004,9.77,38.52,mid starboard,0.298,28.75,1.0000,1.0000,0.0004
3.3,3.600,0.000,0.0055,0.13,39.55,mid starboard,0.463,39.42,1.0000,1.0000,0.0055
4.1,3.600,0.000,0.0002,3.12,39.57,mid starboard,0.370,36.45,1.0000,1.0000,0.0002
4.2,3.600,0.000,0.0042,2.46,38.59,mid starboard,0.272,36.13,1.0000,1.0000,0.0042
4.3,3.600,0.000,0.0043,19.13,31.79,aft starboard,0.162,12.66,0.9432,0.9432,0.0040
4.4,3.600,0.000,0.0803,60.00,29.49,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.5,3.600,0.000,0.0006,17.29,37.33,mid starboard,0.210,20.04,1.0000,1.0000,0.0006
4.6,3.600,0.000,0.0142,6.46,37.93,mid starboard,0.176,31.47,1.0000,1.0000,0.0142
4.7,3.600,0.000,0.0050,20.70,35.71,mid starboard,0.224,15.01,0.9842,0.9842,0.0050
4.8,3.600,0.000,0.0592,60.00,34.68,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
5.1,3.600,0.000,0.0086,3.09,38.40,aft starboard,0.266,35.31,1.0000,1.0000,0.0086
