Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.0002,0.00,52.33,mid starboard,0.258,52.33,1.0000,1.0000,0.0002
1.2,3.000,0.000,0.0005,0.00,52.33,mid starboard,0.257,52.33,1.0000,1.0000,0.0005
1.3,3.000,0.000,0.0007,0.01,52.04,mid starboard,0.254,52.03,1.0000,1.0000,0.0007
2.1,3.000,0.000,0.1345,60.00,47.02,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.2,3.000,0.000,0.0006,0.00,52.32,mid starboard,0.256,52.32,1.0000,1.0000,0.0006
2.3,3.000,0.000,0.0798,12.88,48.42,mid starboard,0.014,13.10,0.5557,0.5557,0.0443
2.4,3.000,0.000,0.0755,7.89,48.61,mid starboard,0.151,40.72,1.0000,1.0000,0.0755
2.5,3.000,0.000,0.0472,0.90,51.84,mid starboard,0.256,50.94,1.0000,1.0000,0.0472
3.1,3.000,0.000,0.2368,60.00,21.81,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
3.2,3.000,0.000,0.1125,60.00,39.26,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.3,3.000,0.000,0.0081,13.38,48.12,mid starboard,0.010,10.80,0.4904,0.4904,0.0040
3.4,3.000,0.000,0.0163,0.10,47.54,mid starboard,0.289,47.44,1.0000,1.0000,0.0163
3.5,3.000,0.000,0.0827,0.00,51.61,mid starboard,0.287,51.61,1.0000,1.0000,0.0827
4.1,3.000,0.000,0.0147,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
4.2,3.000,0.000,0.0273,60.00,43.65,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.3,3.000,0.000,0.0034,12.88,35.22,mid starboard,0.183,22.34,1.0000,1.0000,0.0034
4.4,3.000,0.000,0.0000,13.38,48.12,mid starboard,0.010,10.80,0.4904,0.4904,0.0000
4.5,3.000,0.000,-0.0025,0.00,47.54,mid starboard,0.289,47.54,1.0000,1.0000,-0.0025
4.6,3.000,0.000,0.0366,11.74,47.13,mid starboard,0.110,35.39,0.9794,0.9794,0.0358
4.7,3.000,0.000,0.0042,0.00,51.61,mid starboard,0.287,51.61,1.0000,1.0000,0.0042
5.1,3.000,0.000,-0.0226,,,,,,,0.0000,0.0000
5.2,3.000,0.000,-0.0098,0.04,35.22,mid starboard,0.196,35.18,1.0000,1.0000,-0.0098
5.3,3.000,0.000,0.0000,60.00,43.45,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
5.4,3.000,0.000,0.0483,60.00,34.45,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.1,3.000,0.000,0.0316,,,,,,,0.0000,0.0000
6.2,3.000,0.000,0.0393,60.00,17.03,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
6.3,3.000,0.000,0.0174,0.00,35.22,mid starboard,0.196,35.22,1.0000,1.0000,0.0174
6.4,3.000,0.000,0.0275,0.50,43.10,mid starboard,0.346,42.60,1.0000,1.0000,0.0275
7.1,3.000,0.000,0.0093,14.52,22.28,mid starboard,0.184,7.76,0.8344,0.8344,0.0077
7.2,3.000,0.000,0.0031,60.00,31.82,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
1.1,3.600,0.000,0.0002,0.00,40.36,mid starboard,0.405,40.36,1.0000,1.0000,0.0002
1.2,3.600,0.000,0.0005,0.00,40.36,mid starboard,0.405,40.36,1.0000,1.0000,0.0005
1.3,3.600,0.000,0.0007,0.04,40.20,mid starboard,0.395,40.17,1.0000,1.0000,0.0007
2.1,3.600,0.000,0.1345,16.24,34.85,aft starboard,0.094,18.61,0.9414,0.9414,0.1267
2.2,3.600,0.000,0.0006,0.00,40.35,mid starboard,0.404,40.35,1.0000,1.0000,0.0006
2.3,3.600,0.000,0.0798,11.00,37.47,mid starboard,0.138,26.47,1.0000,1.0000,0.0798
2.4,3.600,0.000,0.0755,7.24,37.04,mid starboard,0.312,29.80,1.0000,1.0000,0.0755
2.5,3.600,0.000,0.0472,0.97,39.72,mid starboard,0.417,38.75,1.0000,1.0000,0.0472
3.1,3.600,0.000,0.2368,60.00,12.74,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
3.2,3.600,0.000,0.1125,60.00,29.40,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.3,3.600,0.000,0.0081,11.26,37.31,mid starboard,0.126,26.05,1.0000,1.0000,0.0081
3.4,3.600,0.000,0.0163,0.17,35.13,mid starboard,0.466,34.96,1.0000,1.0000,0.0163
3.5,3.600,0.000,0.0827,0.00,39.25,mid starboard,0.469,39.25,1.0000,1.0000,0.0827
4.1,3.600,0.000,0.0147,,,,,,,0.0000,0.0000
4.2,3.600,0.000,0.0273,60.00,33.25,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.3,3.600,0.000,0.0034,11.19,23.56,mid starboard,0.216,12.37,0.9376,0.9376,0.0032
4.4,3.600,0.000,0.0000,11.26,37.31,mid starboard,0.126,26.05,1.0000,1.0000,0.0000
4.5,3.600,0.000,-0.0025,0.00,35.13,mid starboard,0.466,35.13,1.0000,1.0000,-0.0025
4.6,3.600,0.000,0.0366,9.71,35.64,mid starboard,0.280,25.93,1.0000,1.0000,0.0366
4.7,3.600,0.000,0.0042,0.00,39.25,mid starboard,0.469,39.25,1.0000,1.0000,0.0042
5.1,3.600,0.000,-0.0226,,,,,,,0.0000,0.0000
5.2,3.600,0.000,-0.0098,0.07,22.90,mid starboard,0.296,22.83,1.0000,1.0000,-0.0098
5.3,3.600,0.000,0.0000,60.00,33.30,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
5.4,3.600,0.000,0.0483,60.00,24.93,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.1,3.600,0.000,0.0316,,,,,,,0.0000,0.0000
6.2,3.600,0.000,0.0393,60.00,7.73,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
6.3,3.600,0.000,0.0174,0.00,22.90,mid starboard,0.296,22.90,1.0000,1.0000,0.0174
6.4,3.600,0.000,0.0275,0.67,29.96,mid starboard,0.456,29.29,1.0000,1.0000,0.0275
7.1,3.600,0.000,0.0093,14.10,10.32,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
7.2,3.600,0.000,0.0031,60.00,22.20,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
1.1,4.000,0.000,0.0002,0.00,33.72,mid starboard,0.440,33.72,1.0000,1.0000,0.0002
1.2,4.000,0.000,0.0005,0.01,33.72,mid starboard,0.440,33.71,1.0000,1.0000,0.0005
1.3,4.000,0.000,0.0007,0.06,33.61,mid starboard,0.425,33.55,1.0000,1.0000,0.0007
2.1,4.000,0.000,0.1345,15.60,28.09,aft starboard,0.115,12.49,0.9300,0.9300,0.1251
2.2,4.000,0.000,0.0006,0.01,33.71,mid starboard,0.439,33.70,1.0000,1.0000,0.0006
2.3,4.000,0.000,0.0798,10.49,31.30,mid starboard,0.172,20.81,1.0000,1.0000,0.0798
2.4,4.000,0.000,0.0755,6.96,30.54,mid starboard,0.338,23.58,1.0000,1.0000,0.0755
2.5,4.000,0.000,0.0472,1.00,33.01,mid starboard,0.458,32.01,1.0000,1.0000,0.0472
3.1,4.000,0.000,0.2368,60.00,6.20,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
3.2,4.000,0.000,0.1125,60.00,23.62,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.3,4.000,0.000,0.0081,10.78,31.18,mid starboard,0.158,20.40,1.0000,1.0000,0.0081
3.4,4.000,0.000,0.0163,0.23,28.15,mid starboard,0.478,27.91,1.0000,1.0000,0.0163
3.5,4.000,0.000,0.0827,0.00,32.39,mid starboard,0.506,32.39,1.0000,1.0000,0.0827
4.1,4.000,0.000,0.0147,,,,,,,0.0000,0.0000
4.2,4.000,0.000,0.0273,60.00,26.86,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.3,4.000,0.000,0.0034,10.23,16.82,mid starboard,0.121,6.59,0.8012,0.8012,0.0027
4.4,4.000,0.000,0.0000,10.78,31.18,mid starboard,0.158,20.40,1.0000,1.0000,0.0000
4.5,4.000,0.000,-0.0025,0.00,28.15,mid starboard,0.478,28.15,1.0000,1.0000,-0.0025
