Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
2.3,4.000,0.000,0.0006,0.01,33.71,mid starboard,0.439,33.70,1.0000,1.0000,0.0006
2.4,4.000,0.000,0.1438,25.15,29.46,mid starboard,0.000,1.48,0.1255,0.1255,0.0180
2.5,4.000,0.000,0.1226,0.00,32.39,mid starboard,0.506,32.39,1.0000,1.0000,0.1226
3.1,4.000,0.000,-0.0012,0.00,15.30,aft starboard,0.165,15.30,0.9889,0.9889,-0.0012
3.2,4.000,0.000,0.0297,42.38,24.28,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
3.3,4.000,0.000,0.0786,60.00,8.22,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
3.4,4.000,0.000,0.2142,60.00,5.88,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.5,4.000,0.000,0.0004,25.15,29.46,mid starboard,0.000,1.48,0.1257,0.1257,0.0001
3.6,4.000,0.000,0.0115,0.00,32.39,mid starboard,0.506,32.39,1.0000,1.0000,0.0115
4.1,4.000,0.000,-0.0128,35.21,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
4.2,4.000,0.000,0.0375,60.00,25.88,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.3,4.000,0.000,-0.0209,,,,,,,0.0000,0.0000
5.1,4.000,0.000,0.0386,,,,,,,0.0000,0.0000
5.2,4.000,0.000,0.0181,35.21,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
5.3,4.000,0.000,0.0001,60.00,22.75,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
5.4,4.000,0.000,0.0199,,,,,,,0.0000,0.0000
5.5,4.000,0.000,0.0658,,,,,,,0.0000,0.0000
6.1,4.000,0.000,0.0309,,,,,,,0.0000,0.0000
7.1,4.000,0.000,-0.0088,,,,,,,0.0000,0.0000
7.2,4.000,0.000,0.0025,,,,,,,0.0000,0.0000
