Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.1428,0.00,41.12,aft starboard,0.186,41.12,1.0000,1.0000,0.1428
1.2,3.000,0.000,0.1744,0.00,29.67,aft starboard,0.141,29.67,1.0000,1.0000,0.1744
1.3,3.000,0.000,0.3493,0.00,20.66,mid starboard,0.365,20.66,1.0000,1.0000,0.3493
1.4,3.000,0.000,0.1345,0.00,51.62,mid starboard,0.287,51.62,1.0000,1.0000,0.1345
2.1,3.000,0.000,0.0658,,,,,,,0.0000,0.0000
2.2,3.000,0.000,0.0671,,,,,,,0.0000,0.0000
2.3,3.000,0.000,0.0658,,,,,,,0.0000,0.0000
3.1,3.000,0.000,0.0003,,,,,,,0.0000,0.0000
1.1,3.600,0.000,0.1428,0.00,22.18,aft starboard,0.200,22.18,1.0000,1.0000,0.1428
1.2,3.600,0.000,0.1744,0.00,15.46,aft starboard,0.095,15.46,0.9347,0.9347,0.1630
1.3,3.600,0.000,0.3493,0.00,4.42,mid starboard,0.085,4.42,0.6643,0.6643,0.2321
1.4,3.600,0.000,0.1345,0.00,39.25,mid starboard,0.469,39.25,1.0000,1.0000,0.1345
2.1,3.600,0.000,0.0658,,,,,,,0.0000,0.0000
2.2,3.600,0.000,0.0671,,,,,,,0.0000,0.0000
2.3,3.600,0.000,0.0658,,,,,,,0.0000,0.0000
3.1,3.600,0.000,0.0003,,,,,,,0.0000,0.0000
1.1,4.000,0.000,0.1428,0.00,11.33,aft starboard,0.118,11.33,0.9126,0.9126,0.1304
1.2,4.000,0.000,0.1744,24.41,4.50,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
1.3,4.000,0.000,0.3493,,,,,,,0.0000,0.0000
1.4,4.000,0.000,0.1345,0.00,32.39,mid starboard,0.506,32.39,1.0000,1.0000,0.1345
2.1,4.000,0.000,0.0658,,,,,,,0.0000,0.0000
2.2,4.000,0.000,0.0671,,,,,,,0.0000,0.0000
2.3,4.000,0.000,0.0658,,,,,,,0.0000,0.0000
3.1,4.000,0.000,0.0003,,,,,,,0.0000,0.0000
