Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.0046,0.54,51.72,mid starboard,0.235,51.19,1.0000,1.0000,0.0046
1.2,3.000,0.000,0.0081,10.25,50.47,mid starboard,0.156,40.22,1.0000,1.0000,0.0081
1.3,3.000,0.000,0.0099,13.07,50.74,mid starboard,0.124,37.66,1.0000,1.0000,0.0099
1.4,3.000,0.000,0.0000,0.01,52.34,mid starboard,0.259,52.33,1.0000,1.0000,0.0000
1.5,3.000,0.000,0.0000,0.81,52.00,mid starboard,0.253,51.19,1.0000,1.0000,0.0000
2.1,3.000,0.000,0.0109,8.24,48.71,mid starboard,0.251,40.48,1.0000,1.0000,0.0109
2.2,3.000,0.000,0.0012,0.53,51.30,mid starboard,0.223,50.77,1.0000,1.0000,0.0012
2.3,3.000,0.000,0.0022,13.47,49.88,mid starboard,0.137,36.41,1.0000,1.0000,0.0022
2.4,3.000,0.000,0.0021,10.40,49.89,mid starboard,0.129,39.49,1.0000,1.0000,0.0021
2.5,3.000,0.000,0.0030,26.96,48.92,mid starboard,0.035,21.96,0.5738,0.5738,0.0017
2.6,3.000,0.000,0.0026,15.99,50.11,mid starboard,0.077,34.12,0.8937,0.8937,0.0023
2.7,3.000,0.000,0.0000,0.01,52.34,mid starboard,0.259,52.33,1.0000,1.0000,0.0000
2.8,3.000,0.000,0.0000,0.01,52.34,mid starboard,0.259,52.33,1.0000,1.0000,0.0000
2.9,3.000,0.000,0.0000,0.82,52.00,mid starboard,0.253,51.17,1.0000,1.0000,0.0000
2.10,3.000,0.000,0.0000,0.81,51.98,mid starboard,0.252,51.17,1.0000,1.0000,0.0000
2.11,3.000,0.000,0.0137,0.89,51.94,mid starboard,0.258,51.05,1.0000,1.0000,0.0137
3.1,3.000,0.000,0.0028,8.65,48.10,mid starboard,0.239,39.46,1.0000,1.0000,0.0028
3.2,3.000,0.000,0.0392,0.53,48.90,mid starboard,0.195,48.36,1.0000,1.0000,0.0392
3.3,3.000,0.000,0.0000,30.23,48.35,mid starboard,0.016,18.12,0.0000,0.0000,0.0000
3.4,3.000,0.000,0.0052,20.49,43.99,aft starboard,0.189,23.50,1.0000,1.0000,0.0052
3.5,3.000,0.000,0.0690,10.41,46.74,mid starboard,0.029,17.39,0.7004,0.7004,0.0483
3.6,3.000,0.000,0.0126,28.80,42.87,mid starboard,0.270,14.08,0.4752,0.4752,0.0060
3.7,3.000,0.000,0.0842,60.00,44.60,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.8,3.000,0.000,0.0000,0.01,52.34,mid starboard,0.259,52.33,1.0000,1.0000,0.0000
3.9,3.000,0.000,0.0000,0.01,52.34,mid starboard,0.259,52.33,1.0000,1.0000,0.0000
3.10,3.000,0.000,0.0002,0.81,51.91,mid starboard,0.252,51.10,1.0000,1.0000,0.0002
3.11,3.000,0.000,0.0035,0.89,51.92,mid starboard,0.256,51.03,1.0000,1.0000,0.0035
4.1,3.000,0.000,0.0925,8.52,40.76,aft starboard,0.145,32.24,1.0000,1.0000,0.0925
4.2,3.000,0.000,0.0006,17.03,48.85,mid starboard,0.096,31.82,0.9461,0.9461,0.0005
4.3,3.000,0.000,0.0037,20.03,43.11,aft starboard,0.220,23.08,1.0000,1.0000,0.0037
4.4,3.000,0.000,0.0014,22.43,42.78,aft starboard,0.158,20.35,1.0000,1.0000,0.0014
4.5,3.000,0.000,0.0008,60.00,47.71,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.6,3.000,0.000,0.0133,26.45,41.70,mid starboard,0.369,15.25,0.8324,0.8324,0.0111
4.7,3.000,0.000,0.0033,31.11,42.11,mid starboard,0.230,11.00,0.0000,0.0000,0.0000
4.8,3.000,0.000,0.0000,60.00,44.60,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.9,3.000,0.000,0.0000,28.80,42.87,mid starboard,0.271,14.08,0.4753,0.4753,0.0000
4.10,3.000,0.000,0.0000,0.01,52.34,mid starboard,0.259,52.33,1.0000,1.0000,0.0000
4.11,3.000,0.000,0.0000,0.82,51.98,mid starboard,0.252,51.15,1.0000,1.0000,0.0000
4.12,3.000,0.000,0.0001,0.90,51.94,mid starboard,0.258,51.04,1.0000,1.0000,0.0001
4.13,3.000,0.000,0.1165,0.89,51.85,mid starboard,0.256,50.95,1.0000,1.0000,0.1165
5.1,3.000,0.000,0.0023,23.76,34.65,aft starboard,0.128,10.90,0.9084,0.9084,0.0021
5.2,3.000,0.000,0.0009,21.86,41.93,aft starboard,0.186,20.07,1.0000,1.0000,0.0009
5.3,3.000,0.000,0.0443,60.00,37.11,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
5.4,3.000,0.000,0.0034,28.38,40.94,mid starboard,0.325,12.57,0.5365,0.5365,0.0018
5.5,3.000,0.000,0.1069,60.00,35.68,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
5.6,3.000,0.000,0.0000,60.00,44.11,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
5.7,3.000,0.000,0.0006,28.33,42.42,mid starboard,0.317,14.09,0.5602,0.5602,0.0004
6.1,3.000,0.000,0.0023,23.30,34.02,aft starboard,0.144,10.73,0.9049,0.9049,0.0021
6.2,3.000,0.000,0.0189,60.00,39.45,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
6.3,3.000,0.000,0.0000,60.00,46.69,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.4,3.000,0.000,0.0311,60.00,36.40,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
6.5,3.000,0.000,0.0021,33.78,35.35,mid starboard,0.045,1.57,0.0000,0.0000,0.0000
6.6,3.000,0.000,0.0255,60.00,39.73,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.7,3.000,0.000,0.1131,60.00,34.45,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.8,3.000,0.000,0.0000,26.45,41.69,mid starboard,0.370,15.24,0.8325,0.8325,0.0000
6.9,3.000,0.000,0.0000,31.11,42.11,mid starboard,0.230,11.00,0.0000,0.0000,0.0000
6.10,3.000,0.000,0.0000,0.82,51.90,mid starboard,0.252,51.08,1.0000,1.0000,0.0000
6.11,3.000,0.000,0.0000,0.90,51.92,mid starboard,0.256,51.02,1.0000,1.0000,0.0000
7.1,3.000,0.000,0.0006,27.58,32.41,aft starboard,0.044,4.83,0.4014,0.4014,0.0002
1.1,3.600,0.000,0.0018,1.54,39.91,mid starboard,0.385,38.38,1.0000,1.0000,0.0018
1.2,3.600,0.000,0.0033,8.02,38.95,mid starboard,0.320,30.93,1.0000,1.0000,0.0033
1.3,3.600,0.000,0.0040,9.09,39.08,mid starboard,0.310,29.99,1.0000,1.0000,0.0040
1.4,3.600,0.000,0.0000,0.01,40.36,mid starboard,0.406,40.36,1.0000,1.0000,0.0000
1.5,3.600,0.000,0.0000,0.90,39.92,mid starboard,0.417,39.03,1.0000,1.0000,0.0000
2.1,3.600,0.000,0.0044,7.60,34.31,aft starboard,0.348,26.70,1.0000,1.0000,0.0044
2.2,3.600,0.000,0.0012,1.55,39.44,mid starboard,0.369,37.89,1.0000,1.0000,0.0012
2.3,3.600,0.000,0.0009,9.77,38.52,mid starboard,0.298,28.75,1.0000,1.0000,0.0009
2.4,3.600,0.000,0.0021,9.80,38.37,mid starboard,0.290,28.56,1.0000,1.0000,0.0021
2.5,3.600,0.000,0.0012,15.91,37.71,mid starboard,0.232,21.80,1.0000,1.0000,0.0012
2.6,3.600,0.000,0.0026,11.91,38.44,mid starboard,0.276,26.53,1.0000,1.0000,0.0026
2.7,3.600,0.000,0.0000,0.01,40.36,mid starboard,0.406,40.36,1.0000,1.0000,0.0000
2.8,3.600,0.000,0.0000,0.01,40.36,mid starboard,0.406,40.35,1.0000,1.0000,0.0000
