Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.0209,0.11,51.37,mid starboard,0.224,51.26,1.0000,1.0000,0.0209
1.2,3.000,0.000,0.0023,0.13,52.09,mid starboard,0.246,51.95,1.0000,1.0000,0.0023
1.3,3.000,0.000,0.0002,0.00,52.33,mid starboard,0.258,52.33,1.0000,1.0000,0.0002
1.4,3.000,0.000,0.0005,0.00,52.33,mid starboard,0.257,52.33,1.0000,1.0000,0.0005
2.1,3.000,0.000,0.0470,1.52,49.37,mid starboard,0.160,47.85,1.0000,1.0000,0.0470
2.2,3.000,0.000,0.0046,0.25,51.12,mid starboard,0.211,50.87,1.0000,1.0000,0.0046
2.3,3.000,0.000,0.0014,0.58,51.78,mid starboard,0.234,51.20,1.0000,1.0000,0.0014
2.4,3.000,0.000,0.0250,1.80,51.05,mid starboard,0.172,49.24,1.0000,1.0000,0.0250
2.5,3.000,0.000,0.0006,0.00,52.32,mid starboard,0.256,52.32,1.0000,1.0000,0.0006
2.6,3.000,0.000,0.0451,2.89,50.16,mid starboard,0.129,38.97,1.0000,1.0000,0.0451
2.7,3.000,0.000,0.0003,0.00,52.12,mid starboard,0.256,52.12,1.0000,1.0000,0.0003
3.1,3.000,0.000,0.0976,18.81,39.70,aft starboard,0.022,14.25,0.6337,0.6337,0.0618
3.2,3.000,0.000,0.0016,2.01,51.00,mid starboard,0.223,48.99,1.0000,1.0000,0.0016
3.3,3.000,0.000,0.0056,2.04,50.80,mid starboard,0.159,48.76,1.0000,1.0000,0.0056
3.4,3.000,0.000,0.0148,5.69,49.82,mid starboard,0.110,44.13,0.9778,0.9778,0.0145
3.5,3.000,0.000,0.0437,60.00,48.03,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.6,3.000,0.000,0.0005,2.89,50.11,mid starboard,0.129,38.80,1.0000,1.0000,0.0005
3.7,3.000,0.000,0.0208,2.50,51.03,mid starboard,0.197,48.53,1.0000,1.0000,0.0208
3.8,3.000,0.000,0.0068,0.46,52.02,mid starboard,0.245,51.56,1.0000,1.0000,0.0068
4.1,3.000,0.000,0.0531,20.68,28.95,aft starboard,0.039,8.27,0.6400,0.6400,0.0340
4.2,3.000,0.000,0.0049,2.44,48.86,mid starboard,0.132,43.84,1.0000,1.0000,0.0049
4.3,3.000,0.000,0.0074,2.32,49.86,mid starboard,0.124,46.24,1.0000,1.0000,0.0074
4.4,3.000,0.000,0.0001,1.97,50.70,mid starboard,0.249,48.74,1.0000,1.0000,0.0001
4.5,3.000,0.000,0.0276,20.82,46.37,mid starboard,0.030,20.23,0.7056,0.7056,0.0195
4.6,3.000,0.000,0.0160,6.95,48.94,mid starboard,0.046,24.00,0.7873,0.7873,0.0126
4.7,3.000,0.000,0.0887,60.00,42.17,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.8,3.000,0.000,0.0000,2.89,50.11,mid starboard,0.129,38.80,1.0000,1.0000,0.0000
4.9,3.000,0.000,0.0104,2.76,49.97,mid starboard,0.246,47.20,1.0000,1.0000,0.0104
4.10,3.000,0.000,0.0066,0.53,51.56,mid starboard,0.267,51.03,1.0000,1.0000,0.0066
4.11,3.000,0.000,0.0034,0.06,52.27,mid starboard,0.256,52.22,1.0000,1.0000,0.0034
4.12,3.000,0.000,0.0366,0.00,52.26,mid starboard,0.264,52.26,1.0000,1.0000,0.0366
5.1,3.000,0.000,-0.0022,9.99,25.45,aft starboard,0.113,15.47,0.9760,0.9760,-0.0022
5.2,3.000,0.000,0.0000,0.63,50.70,mid starboard,0.252,50.07,1.0000,1.0000,0.0000
5.3,3.000,0.000,0.0043,7.17,49.30,mid starboard,0.083,38.09,0.9108,0.9108,0.0040
5.4,3.000,0.000,0.0104,13.84,43.67,mid starboard,0.170,29.83,1.0000,1.0000,0.0104
5.5,3.000,0.000,0.0007,7.82,48.70,mid starboard,0.034,20.39,0.7306,0.7306,0.0005
5.6,3.000,0.000,0.0000,6.95,48.89,mid starboard,0.046,24.00,0.7874,0.7874,0.0000
5.7,3.000,0.000,0.0423,60.00,35.78,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
5.8,3.000,0.000,0.0063,60.00,47.81,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
5.9,3.000,0.000,0.0005,0.01,49.96,mid starboard,0.268,49.95,1.0000,1.0000,0.0005
5.10,3.000,0.000,0.0003,0.00,51.56,mid starboard,0.271,51.56,1.0000,1.0000,0.0003
6.1,3.000,0.000,-0.0043,3.78,25.38,aft starboard,0.117,21.60,0.9938,0.9938,-0.0042
6.2,3.000,0.000,0.0116,60.00,37.40,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
6.3,3.000,0.000,0.0000,0.17,50.70,mid starboard,0.252,50.53,1.0000,1.0000,0.0000
6.4,3.000,0.000,0.0007,10.48,47.83,mid starboard,0.008,9.15,0.4353,0.4353,0.0003
6.5,3.000,0.000,-0.0019,5.80,43.60,mid starboard,0.224,37.81,1.0000,1.0000,-0.0019
6.6,3.000,0.000,0.0105,60.00,45.77,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.7,3.000,0.000,-0.0053,14.37,33.84,mid starboard,0.189,19.47,1.0000,1.0000,-0.0053
6.8,3.000,0.000,-0.0001,0.00,49.96,mid starboard,0.268,49.96,1.0000,1.0000,-0.0001
6.9,3.000,0.000,0.0125,3.13,50.62,mid starboard,0.179,47.49,1.0000,1.0000,0.0125
6.10,3.000,0.000,0.0000,0.00,51.56,mid starboard,0.271,51.56,1.0000,1.0000,0.0000
6.11,3.000,0.000,0.0250,0.09,51.78,mid starboard,0.278,51.69,1.0000,1.0000,0.0250
6.12,3.000,0.000,0.0208,0.00,52.26,mid starboard,0.264,52.26,1.0000,1.0000,0.0208
7.1,3.000,0.000,0.0057,0.00,25.38,aft starboard,0.117,25.38,0.9937,0.9937,0.0056
7.2,3.000,0.000,0.0066,60.00,46.55,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
7.3,3.000,0.000,0.0000,0.00,50.70,mid starboard,0.252,50.70,1.0000,1.0000,0.0000
7.4,3.000,0.000,0.0101,60.00,45.07,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
7.5,3.000,0.000,-0.0010,2.79,43.60,mid starboard,0.224,40.82,1.0000,1.0000,-0.0010
7.6,3.000,0.000,-0.0044,7.39,33.82,mid starboard,0.208,26.43,1.0000,1.0000,-0.0044
7.7,3.000,0.000,0.0257,60.00,40.73,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
7.8,3.000,0.000,0.0005,60.00,47.79,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
7.9,3.000,0.000,-0.0002,0.00,49.96,mid starboard,0.268,49.96,1.0000,1.0000,-0.0002
7.10,3.000,0.000,-0.0001,0.00,51.56,mid starboard,0.271,51.56,1.0000,1.0000,-0.0001
7.11,3.000,0.000,0.0057,0.52,51.94,mid starboard,0.242,51.41,1.0000,1.0000,0.0057
1.1,3.600,0.000,0.0209,0.45,39.65,mid starboard,0.353,39.20,1.0000,1.0000,0.0209
1.2,3.600,0.000,0.0023,0.27,40.17,mid starboard,0.391,39.91,1.0000,1.0000,0.0023
1.3,3.600,0.000,0.0002,0.00,40.36,mid starboard,0.405,40.36,1.0000,1.0000,0.0002
1.4,3.600,0.000,0.0005,0.00,40.36,mid starboard,0.405,40.36,1.0000,1.0000,0.0005
2.1,3.600,0.000,0.0470,3.25,37.54,aft starboard,0.261,34.29,1.0000,1.0000,0.0470
2.2,3.600,0.000,0.0046,0.76,39.46,mid starboard,0.338,38.70,1.0000,1.0000,0.0046
2.3,3.600,0.000,0.0014,0.78,39.95,mid starboard,0.377,39.17,1.0000,1.0000,0.0014
2.4,3.600,0.000,0.0250,2.50,39.38,mid starboard,0.319,36.88,1.0000,1.0000,0.0250
2.5,3.600,0.000,0.0006,0.00,40.35,mid starboard,0.404,40.35,1.0000,1.0000,0.0006
2.6,3.600,0.000,0.0451,3.78,38.80,mid starboard,0.258,35.02,1.0000,1.0000,0.0451
2.7,3.600,0.000,0.0003,0.02,40.25,mid starboard,0.398,40.23,1.0000,1.0000,0.0003
3.1,3.600,0.000,0.0976,19.85,28.22,aft starboard,0.034,8.37,0.6223,0.6223,0.0607
3.2,3.600,0.000,0.0016,2.21,39.25,mid starboard,0.359,37.04,1.0000,1.0000,0.0016
3.3,3.600,0.000,0.0056,2.92,39.19,mid starboard,0.304,36.27,1.0000,1.0000,0.0056
3.4,3.600,0.000,0.0148,6.21,38.44,mid starboard,0.254,32.23,1.0000,1.0000,0.0148
3.5,3.600,0.000,0.0437,12.80,37.18,mid starboard,0.113,24.37,0.9846,0.9846,0.0430
3.6,3.600,0.000,0.0005,3.78,38.79,mid starboard,0.258,35.01,1.0000,1.0000,0.0005
3.7,3.600,0.000,0.0208,2.64,39.30,mid starboard,0.342,36.66,1.0000,1.0000,0.0208
3.8,3.600,0.000,0.0068,0.56,40.09,mid starboard,0.391,39.54,1.0000,1.0000,0.0068
4.1,3.600,0.000,0.0531,60.00,17.51,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.2,3.600,0.000,0.0049,4.65,36.83,aft starboard,0.230,32.18,1.0000,1.0000,0.0049
4.3,3.600,0.000,0.0074,3.91,38.50,mid starboard,0.249,34.59,1.0000,1.0000,0.0074
4.4,3.600,0.000,0.0001,2.19,38.63,mid starboard,0.378,36.43,1.0000,1.0000,0.0001
4.5,3.600,0.000,0.0276,15.88,34.92,aft starboard,0.148,19.05,1.0000,1.0000,0.0276
4.6,3.600,0.000,0.0160,8.36,37.86,mid starboard,0.166,29.50,1.0000,1.0000,0.0160
4.7,3.600,0.000,0.0887,60.00,32.25,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.8,3.600,0.000,0.0000,3.78,38.79,mid starboard,0.258,35.01,1.0000,1.0000,0.0000
4.9,3.600,0.000,0.0104,2.86,37.95,mid starboard,0.405,35.10,1.0000,1.0000,0.0104
4.10,3.600,0.000,0.0066,0.63,39.44,mid starboard,0.424,38.81,1.0000,1.0000,0.0066
4.11,3.600,0.000,0.0034,0.10,40.30,mid starboard,0.402,40.20,1.0000,1.0000,0.0034
4.12,3.600,0.000,0.0366,0.00,40.20,mid starboard,0.417,40.20,1.0000,1.0000,0.0366
5.1,3.600,0.000,-0.0022,60.00,8.44,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
5.2,3.600,0.000,0.0000,0.84,38.60,mid starboard,0.384,37.76,1.0000,1.0000,0.0000
5.3,3.600,0.000,0.0043,7.76,38.05,mid starboard,0.224,30.29,1.0000,1.0000,0.0043
5.4,3.600,0.000,0.0104,13.70,30.40,aft starboard,0.212,16.70,1.0000,1.0000,0.0104
5.5,3.600,0.000,0.0007,9.30,37.69,mid starboard,0.150,28.39,1.0000,1.0000,0.0007
5.6,3.600,0.000,0.0000,8.36,37.85,mid starboard,0.166,29.49,1.0000,1.0000,0.0000
5.7,3.600,0.000,0.0423,34.58,25.67,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
5.8,3.600,0.000,0.0063,13.01,37.06,mid starboard,0.104,24.05,0.9648,0.9648,0.0061
5.9,3.600,0.000,0.0005,0.05,37.79,mid starboard,0.427,37.75,1.0000,1.0000,0.0005
5.10,3.600,0.000,0.0003,0.00,39.42,mid starboard,0.428,39.42,1.0000,1.0000,0.0003
6.1,3.600,0.000,-0.0043,7.68,3.72,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
6.2,3.600,0.000,0.0116,60.00,26.71,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
6.3,3.600,0.000,0.0000,0.31,38.60,mid starboard,0.384,38.28,1.0000,1.0000,0.0000
6.4,3.600,0.000,0.0007,12.60,37.05,mid starboard,0.093,24.44,0.9388,0.9388,0.0006
6.5,3.600,0.000,-0.0019,6.62,29.11,aft starboard,0.287,22.49,1.0000,1.0000,-0.0019
6.6,3.600,0.000,0.0105,60.00,35.45,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.7,3.600,0.000,-0.0053,12.23,22.33,mid starboard,0.188,10.10,0.8913,0.8913,-0.0047
6.8,3.600,0.000,-0.0001,0.00,37.79,mid starboard,0.427,37.79,1.0000,1.0000,-0.0001
6.9,3.600,0.000,0.0125,3.38,38.97,mid starboard,0.322,35.60,1.0000,1.0000,0.0125
6.10,3.600,0.000,0.0000,0.00,39.42,mid starboard,0.428,39.42,1.0000,1.0000,0.0000
6.11,3.600,0.000,0.0250,0.14,39.54,mid starboard,0.444,39.40,1.0000,1.0000,0.0250
6.12,3.600,0.000,0.0208,0.00,40.20,mid starboard,0.417,40.20,1.0000,1.0000,0.0208
7.1,3.600,0.000,0.0057,0.00,0.64,aft starboard,0.004,0.64,0.1925,0.1925,0.0011
7.2,3.600,0.000,0.0066,19.41,34.18,aft starboard,0.069,14.77,0.8523,0.8523,0.0056
7.3,3.600,0.000,0.0000,0.00,38.60,mid starboard,0.384,38.60,1.0000,1.0000,0.0000
7.4,3.600,0.000,0.0101,20.27,33.17,aft starboard,0.081,12.89,0.8584,0.8584,0.0086
7.5,3.600,0.000,-0.0010,3.57,29.05,aft starboard,0.293,25.47,1.0000,1.0000,-0.0010
7.6,3.600,0.000,-0.0044,6.33,21.63,mid starboard,0.265,15.30,0.9889,0.9889,-0.0044
7.7,3.600,0.000,0.0257,60.00,31.03,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
7.8,3.600,0.000,0.0005,13.01,37.06,mid starboard,0.104,24.05,0.9648,0.9648,0.0004
7.9,3.600,0.000,-0.0002,0.00,37.79,mid starboard,0.427,37.79,1.0000,1.0000,-0.0002
7.10,3.600,0.000,-0.0001,0.00,39.42,mid starboard,0.428,39.42,1.0000,1.0000,-0.0001
7.11,3.600,0.000,0.0057,0.66,40.01,mid starboard,0.387,39.35,1.0000,1.0000,0.0057
1.1,4.000,0.000,0.0209,0.77,32.73,aft starboard,0.387,31.97,1.0000,1.0000,0.0209
1.2,4.000,0.000,0.0023,0.34,33.57,mid starboard,0.426,33.23,1.0000,1.0000,0.0023
1.3,4.000,0.000,0.0002,0.00,33.72,mid starboard,0.440,33.72,1.0000,1.0000,0.0002
1.4,4.000,0.000,0.0005,0.01,33.72,mid starboard,0.440,33.71,1.0000,1.0000,0.0005
2.1,4.000,0.000,0.0470,4.21,30.18,aft starboard,0.287,25.97,1.0000,1.0000,0.0470
2.2,4.000,0.000,0.0046,1.18,32.46,aft starboard,0.372,31.28,1.0000,1.0000,0.0046
2.3,4.000,0.000,0.0014,0.88,33.33,aft starboard,0.412,32.45,1.0000,1.0000,0.0014
2.4,4.000,0.000,0.0250,2.81,32.73,aft starboard,0.359,29.92,1.0000,1.0000,0.0250
2.5,4.000,0.000,0.0006,0.01,33.71,mid starboard,0.439,33.70,1.0000,1.0000,0.0006
2.6,4.000,0.000,0.0451,4.13,32.46,mid starboard,0.290,28.33,1.0000,1.0000,0.0451
2.7,4.000,0.000,0.0003,0.03,33.64,mid starboard,0.429,33.61,1.0000,1.0000,0.0003
3.1,4.000,0.000,0.0976,22.72,22.33,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
3.2,4.000,0.000,0.0016,2.30,32.26,aft starboard,0.384,29.97,1.0000,1.0000,0.0016
3.3,4.000,0.000,0.0056,3.32,32.46,aft starboard,0.343,29.14,1.0000,1.0000,0.0056
3.4,4.000,0.000,0.0148,6.32,31.59,aft starboard,0.293,25.27,1.0000,1.0000,0.0148
3.5,4.000,0.000,0.0437,11.95,31.05,mid starboard,0.147,19.09,1.0000,1.0000,0.0437
3.6,4.000,0.000,0.0005,4.13,32.45,mid starboard,0.290,28.32,1.0000,1.0000,0.0005
3.7,4.000,0.000,0.0208,2.70,32.76,mid starboard,0.378,30.06,1.0000,1.0000,0.0208
3.8,4.000,0.000,0.0068,0.62,33.47,mid starboard,0.427,32.85,1.0000,1.0000,0.0068
4.1,4.000,0.000,0.0531,60.00,10.40,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.2,4.000,0.000,0.0049,5.75,29.63,aft starboard,0.254,23.87,1.0000,1.0000,0.0049
4.3,4.000,0.000,0.0074,4.77,31.30,aft starboard,0.286,26.53,1.0000,1.0000,0.0074
4.4,4.000,0.000,0.0001,2.28,31.10,aft starboard,0.392,28.81,1.0000,1.0000,0.0001
4.5,4.000,0.000,0.0276,14.68,28.07,aft starboard,0.146,13.39,0.9565,0.9565,0.0264
4.6,4.000,0.000,0.0160,8.60,31.66,mid starboard,0.203,23.07,1.0000,1.0000,0.0160
4.7,4.000,0.000,0.0887,60.00,26.48,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.8,4.000,0.000,0.0000,4.13,32.45,mid starboard,0.290,28.32,1.0000,1.0000,0.0000
4.9,4.000,0.000,0.0104,2.85,31.33,mid starboard,0.432,28.48,1.0000,1.0000,0.0104
4.10,4.000,0.000,0.0066,0.68,32.74,mid starboard,0.463,32.06,1.0000,1.0000,0.0066
4.11,4.000,0.000,0.0034,0.13,33.66,mid starboard,0.437,33.53,1.0000,1.0000,0.0034
4.12,4.000,0.000,0.0366,0.00,33.51,mid starboard,0.457,33.51,1.0000,1.0000,0.0366
5.1,4.000,0.000,-0.0022,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
5.2,4.000,0.000,0.0000,0.93,30.85,aft starboard,0.402,29.91,1.0000,1.0000,0.0000
5.3,4.000,0.000,0.0043,7.82,31.02,aft starboard,0.261,23.20,1.0000,1.0000,0.0043
5.4,4.000,0.000,0.0104,13.10,23.85,aft starboard,0.142,10.75,0.9054,0.9054,0.0094
5.5,4.000,0.000,0.0007,9.49,31.51,mid starboard,0.187,22.02,1.0000,1.0000,0.0007
5.6,4.000,0.000,0.0000,8.60,31.66,mid starboard,0.202,23.06,1.0000,1.0000,0.0000
5.7,4.000,0.000,0.0423,60.00,19.66,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
5.8,4.000,0.000,0.0063,12.17,30.95,mid starboard,0.136,18.78,1.0000,1.0000,0.0063
5.9,4.000,0.000,0.0005,0.08,31.01,mid starboard,0.464,30.94,1.0000,1.0000,0.0005
5.10,4.000,0.000,0.0003,0.00,32.68,mid starboard,0.469,32.68,1.0000,1.0000,0.0003
6.1,4.000,0.000,-0.0043,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
6.2,4.000,0.000,0.0116,60.00,20.96,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
6.3,4.000,0.000,0.0000,0.39,30.85,aft starboard,0.402,30.46,1.0000,1.0000,0.0000
6.4,4.000,0.000,0.0007,12.72,30.50,aft starboard,0.131,17.78,1.0000,1.0000,0.0007
6.5,4.000,0.000,-0.0019,6.67,22.10,aft starboard,0.221,15.43,0.9910,0.9910,-0.0019
6.6,4.000,0.000,0.0105,60.00,29.54,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.7,4.000,0.000,-0.0053,11.32,15.56,mid starboard,0.080,4.23,0.6488,0.6488,-0.0034
6.8,4.000,0.000,-0.0001,0.00,31.01,mid starboard,0.464,31.01,1.0000,1.0000,-0.0001
6.9,4.000,0.000,0.0125,3.48,32.45,mid starboard,0.358,28.97,1.0000,1.0000,0.0125
6.10,4.000,0.000,0.0000,0.00,32.68,mid starboard,0.469,32.68,1.0000,1.0000,0.0000
6.11,4.000,0.000,0.0250,0.17,32.77,mid starboard,0.486,32.60,1.0000,1.0000,0.0250
6.12,4.000,0.000,0.0208,0.00,33.51,mid starboard,0.457,33.51,1.0000,1.0000,0.0208
7.1,4.000,0.000,0.0057,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
7.2,4.000,0.000,0.0066,17.79,27.55,aft starboard,0.086,9.76,0.8128,0.8128,0.0053
7.3,4.000,0.000,0.0000,0.00,30.85,aft starboard,0.402,30.85,1.0000,1.0000,0.0000
