Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.1547,60.00,46.11,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
1.2,3.000,0.000,0.0978,60.00,47.68,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
1.3,3.000,0.000,0.0004,0.00,52.16,mid starboard,0.257,52.16,1.0000,1.0000,0.0004
2.1,3.000,0.000,0.2336,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
2.2,3.000,0.000,0.0308,60.00,42.21,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.3,3.000,0.000,0.1338,15.66,32.67,mid starboard,0.198,17.01,1.0000,1.0000,0.1338
2.4,3.000,0.000,0.0061,60.00,47.48,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.5,3.000,0.000,0.0612,0.01,49.31,mid starboard,0.284,49.30,1.0000,1.0000,0.0612
2.6,3.000,0.000,0.1282,0.00,51.61,mid starboard,0.287,51.61,1.0000,1.0000,0.1282
3.1,3.000,0.000,-0.0069,,,,,,,0.0000,0.0000
3.2,3.000,0.000,-0.0030,0.00,32.55,mid starboard,0.224,32.55,1.0000,1.0000,-0.0030
3.3,3.000,0.000,0.0000,60.00,42.11,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.4,3.000,0.000,0.0001,60.00,47.48,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.5,3.000,0.000,-0.0016,0.00,49.31,mid starboard,0.284,49.31,1.0000,1.0000,-0.0016
3.6,3.000,0.000,0.0064,0.00,51.61,mid starboard,0.287,51.61,1.0000,1.0000,0.0064
4.1,3.000,0.000,0.0365,,,,,,,0.0000,0.0000
4.2,3.000,0.000,0.0566,16.65,22.69,mid starboard,0.143,6.04,0.7840,0.7840,0.0443
4.3,3.000,0.000,0.0597,0.08,46.28,mid starboard,0.347,46.20,1.0000,1.0000,0.0597
6.1,3.000,0.000,0.0000,,,,,,,0.0000,0.0000
6.2,3.000,0.000,0.0000,,,,,,,0.0000,0.0000
6.3,3.000,0.000,-0.0033,0.00,20.66,mid starboard,0.365,20.66,1.0000,1.0000,-0.0033
6.4,3.000,0.000,0.0081,,,,,,,0.0000,0.0000
6.5,3.000,0.000,-0.0017,0.00,46.28,mid starboard,0.347,46.28,1.0000,1.0000,-0.0017
1.1,3.600,0.000,0.1547,22.73,33.56,aft starboard,0.044,10.83,0.7077,0.7077,0.1095
1.2,3.600,0.000,0.0978,14.63,36.91,mid starboard,0.090,22.28,0.9304,0.9304,0.0910
1.3,3.600,0.000,0.0004,0.01,40.27,mid starboard,0.401,40.27,1.0000,1.0000,0.0004
2.1,3.600,0.000,0.2336,,,,,,,0.0000,0.0000
2.2,3.600,0.000,0.0308,60.00,31.90,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.3,3.600,0.000,0.1338,13.18,21.26,mid starboard,0.158,8.09,0.8432,0.8432,0.1128
2.4,3.600,0.000,0.0061,14.79,36.82,mid starboard,0.084,22.03,0.9135,0.9135,0.0055
2.5,3.600,0.000,0.0612,0.04,37.01,mid starboard,0.459,36.97,1.0000,1.0000,0.0612
2.6,3.600,0.000,0.1282,0.00,39.25,mid starboard,0.469,39.25,1.0000,1.0000,0.1282
3.1,3.600,0.000,-0.0069,,,,,,,0.0000,0.0000
3.2,3.600,0.000,-0.0030,0.00,19.94,mid starboard,0.302,19.94,1.0000,1.0000,-0.0030
3.3,3.600,0.000,0.0000,60.00,31.93,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
3.4,3.600,0.000,0.0001,14.79,36.82,mid starboard,0.084,22.03,0.9135,0.9135,0.0001
3.5,3.600,0.000,-0.0016,0.00,37.01,mid starboard,0.459,37.01,1.0000,1.0000,-0.0016
3.6,3.600,0.000,0.0064,0.00,39.25,mid starboard,0.469,39.25,1.0000,1.0000,0.0064
4.1,3.600,0.000,0.0365,,,,,,,0.0000,0.0000
4.2,3.600,0.000,0.0566,16.56,10.99,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.3,3.600,0.000,0.0597,0.18,33.44,mid starboard,0.503,33.26,1.0000,1.0000,0.0597
6.1,3.600,0.000,0.0000,,,,,,,0.0000,0.0000
6.2,3.600,0.000,0.0000,,,,,,,0.0000,0.0000
6.3,3.600,0.000,-0.0033,0.00,4.44,mid starboard,0.085,4.44,0.6663,0.6663,-0.0022
6.4,3.600,0.000,0.0081,,,,,,,0.0000,0.0000
6.5,3.600,0.000,-0.0017,0.00,33.44,mid starboard,0.503,33.44,1.0000,1.0000,-0.0017
1.1,4.000,0.000,0.1547,19.97,27.06,aft starboard,0.059,7.09,0.6820,0.6820,0.1055
1.2,4.000,0.000,0.0978,13.34,30.81,mid starboard,0.124,17.47,1.0000,1.0000,0.0978
1.3,4.000,0.000,0.0004,0.02,33.66,mid starboard,0.432,33.65,1.0000,1.0000,0.0004
