Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.2846,0.00,-0.01,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
1.2,3.000,0.000,0.0429,0.00,46.32,mid starboard,0.235,46.32,1.0000,1.0000,0.0429
1.3,3.000,0.000,0.1251,0.00,40.30,mid starboard,0.181,40.30,1.0000,1.0000,0.1251
1.4,3.000,0.000,0.1591,0.00,42.26,mid starboard,0.306,42.26,1.0000,1.0000,0.1591
1.5,3.000,0.000,0.1345,0.00,51.62,mid starboard,0.287,51.62,1.0000,1.0000,0.1345
2.1,3.000,0.000,0.0555,,,,,,,0.0000,0.0000
2.2,3.000,0.000,0.0538,0.00,32.28,mid starboard,0.148,32.28,1.0000,1.0000,0.0538
2.3,3.000,0.000,0.0651,0.00,20.66,mid starboard,0.365,20.66,1.0000,1.0000,0.0651
2.4,3.000,0.000,0.0653,0.00,32.69,mid starboard,0.239,32.69,1.0000,1.0000,0.0653
3.1,3.000,0.000,0.0118,,,,,,,0.0000,0.0000
3.2,3.000,0.000,0.0017,0.00,7.55,mid starboard,0.180,7.55,0.8287,0.8287,0.0014
3.3,3.000,0.000,0.0006,,,,,,,0.0000,0.0000
4.1,3.000,0.000,0.0000,,,,,,,0.0000,0.0000
1.1,3.600,0.000,0.2846,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
1.2,3.600,0.000,0.0429,0.00,33.29,aft starboard,0.339,33.29,1.0000,1.0000,0.0429
1.3,3.600,0.000,0.1251,0.00,28.38,mid starboard,0.291,28.38,1.0000,1.0000,0.1251
1.4,3.600,0.000,0.1591,0.00,29.61,mid starboard,0.457,29.61,1.0000,1.0000,0.1591
1.5,3.600,0.000,0.1345,0.00,39.25,mid starboard,0.469,39.25,1.0000,1.0000,0.1345
2.1,3.600,0.000,0.0555,,,,,,,0.0000,0.0000
2.2,3.600,0.000,0.0538,0.00,20.09,mid starboard,0.188,20.09,1.0000,1.0000,0.0538
2.3,3.600,0.000,0.0651,0.00,4.42,mid starboard,0.085,4.42,0.6650,0.6650,0.0433
2.4,3.600,0.000,0.0653,0.00,16.94,mid starboard,0.205,16.94,1.0000,1.0000,0.0653
3.1,3.600,0.000,0.0118,,,,,,,0.0000,0.0000
3.2,3.600,0.000,0.0017,,,,,,,0.0000,0.0000
3.3,3.600,0.000,0.0006,,,,,,,0.0000,0.0000
4.1,3.600,0.000,0.0000,,,,,,,0.0000,0.0000
1.1,4.000,0.000,0.2846,,,,,,,0.0000,0.0000
1.2,4.000,0.000,0.0429,0.00,25.75,aft starboard,0.326,25.75,1.0000,1.0000,0.0429
1.3,4.000,0.000,0.1251,0.00,21.46,mid starboard,0.280,21.46,1.0000,1.0000,0.1251
1.4,4.000,0.000,0.1591,0.00,22.32,mid starboard,0.425,22.32,1.0000,1.0000,0.1591
1.5,4.000,0.000,0.1345,0.00,32.39,mid starboard,0.506,32.39,1.0000,1.0000,0.1345
2.1,4.000,0.000,0.0555,,,,,,,0.0000,0.0000
2.2,4.000,0.000,0.0538,0.00,12.22,mid starboard,0.142,12.22,0.9349,0.9349,0.0503
2.3,4.000,0.000,0.0651,,,,,,,0.0000,0.0000
2.4,4.000,0.000,0.0653,0.00,5.17,mid starboard,0.052,5.17,0.6132,0.6132,0.0400
3.1,4.000,0.000,0.0118,,,,,,,0.0000,0.0000
3.2,4.000,0.000,0.0017,,,,,,,0.0000,0.0000
3.3,4.000,0.000,0.0006,,,,,,,0.0000,0.0000
4.1,4.000,0.000,0.0000,,,,,,,0.0000,0.0000
