Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.2744,60.00,34.14,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
1.2,3.000,0.000,0.1075,60.00,45.35,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
1.3,3.000,0.000,0.0703,6.67,49.17,mid starboard,0.097,32.79,0.9482,0.9482,0.0666
1.4,3.000,0.000,0.0001,0.00,52.32,mid starboard,0.259,52.32,1.0000,1.0000,0.0001
2.1,3.000,0.000,0.0913,60.00,22.94,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.2,3.000,0.000,0.0490,60.00,30.77,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.3,3.000,0.000,0.0261,60.00,42.05,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.4,3.000,0.000,0.0406,60.00,42.31,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.5,3.000,0.000,0.0549,22.15,46.04,mid starboard,0.022,16.63,0.6563,0.6563,0.0361
2.6,3.000,0.000,0.0058,6.67,49.11,mid starboard,0.097,32.59,0.9471,0.9471,0.0055
2.7,3.000,0.000,0.0385,0.83,51.93,mid starboard,0.251,51.10,1.0000,1.0000,0.0385
3.1,3.000,0.000,0.0111,60.00,20.67,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
3.2,3.000,0.000,0.0027,60.00,41.47,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.3,3.000,0.000,0.0009,60.00,31.37,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
3.4,3.000,0.000,0.0003,60.00,42.24,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.5,3.000,0.000,0.0073,21.04,45.39,mid starboard,0.043,24.36,0.7737,0.7737,0.0056
3.6,3.000,0.000,0.0164,0.89,51.76,mid starboard,0.262,50.87,1.0000,1.0000,0.0164
4.1,3.000,0.000,0.0199,60.00,8.76,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.2,3.000,0.000,0.0159,60.00,18.49,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.3,3.000,0.000,0.0034,22.32,39.73,mid starboard,0.094,17.41,0.9404,0.9404,0.0032
4.4,3.000,0.000,0.0194,60.00,35.24,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.5,3.000,0.000,0.0179,10.51,43.38,mid starboard,0.253,32.87,1.0000,1.0000,0.0179
4.6,3.000,0.000,0.0304,60.00,44.53,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.7,3.000,0.000,0.0530,0.00,51.61,mid starboard,0.287,51.61,1.0000,1.0000,0.0530
5.1,3.000,0.000,-0.0160,,,,,,,0.0000,0.0000
5.2,3.000,0.000,-0.0049,0.00,39.55,mid starboard,0.180,39.55,1.0000,1.0000,-0.0049
5.3,3.000,0.000,-0.0025,0.00,43.21,mid starboard,0.301,43.21,1.0000,1.0000,-0.0025
5.4,3.000,0.000,0.0265,0.00,51.61,mid starboard,0.287,51.61,1.0000,1.0000,0.0265
6.1,3.000,0.000,0.0020,60.00,15.70,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
6.2,3.000,0.000,0.0003,60.00,19.84,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
6.3,3.000,0.000,0.0028,60.00,33.67,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.4,3.000,0.000,0.0003,60.00,33.21,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.5,3.000,0.000,0.0056,60.00,43.04,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
1.1,3.600,0.000,0.2744,60.00,24.71,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
1.2,3.600,0.000,0.1075,28.14,34.92,mid starboard,0.002,4.05,0.1534,0.1534,0.0165
1.3,3.600,0.000,0.0703,6.80,37.94,mid starboard,0.227,31.13,1.0000,1.0000,0.0703
1.4,3.600,0.000,0.0001,0.00,40.35,mid starboard,0.405,40.35,1.0000,1.0000,0.0001
2.1,3.600,0.000,0.0913,60.00,14.03,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.2,3.600,0.000,0.0490,60.00,22.20,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.3,3.600,0.000,0.0261,60.00,31.85,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.4,3.600,0.000,0.0406,60.00,32.50,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.5,3.600,0.000,0.0549,14.50,34.92,mid starboard,0.179,20.43,1.0000,1.0000,0.0549
2.6,3.600,0.000,0.0058,6.82,37.91,mid starboard,0.225,31.09,1.0000,1.0000,0.0058
2.7,3.600,0.000,0.0385,0.90,39.84,mid starboard,0.408,38.95,1.0000,1.0000,0.0385
3.1,3.600,0.000,0.0111,60.00,11.40,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
3.2,3.600,0.000,0.0027,31.53,31.24,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.3,3.600,0.000,0.0009,60.00,22.72,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
3.4,3.600,0.000,0.0003,60.00,32.45,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.5,3.600,0.000,0.0073,14.52,34.23,mid starboard,0.202,19.71,1.0000,1.0000,0.0073
3.6,3.600,0.000,0.0164,0.96,39.59,mid starboard,0.429,38.63,1.0000,1.0000,0.0164
4.1,3.600,0.000,0.0199,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
4.2,3.600,0.000,0.0159,60.00,9.49,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.3,3.600,0.000,0.0034,18.34,28.96,mid starboard,0.136,10.62,0.9026,0.9026,0.0031
4.4,3.600,0.000,0.0194,60.00,25.74,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.5,3.600,0.000,0.0179,8.79,31.55,mid starboard,0.366,22.77,1.0000,1.0000,0.0179
4.6,3.600,0.000,0.0304,18.45,33.52,mid starboard,0.110,15.07,0.9647,0.9647,0.0293
4.7,3.600,0.000,0.0530,0.01,39.25,mid starboard,0.469,39.24,1.0000,1.0000,0.0530
5.1,3.600,0.000,-0.0160,,,,,,,0.0000,0.0000
5.2,3.600,0.000,-0.0049,0.00,27.59,mid starboard,0.289,27.59,1.0000,1.0000,-0.0049
5.3,3.600,0.000,-0.0025,0.00,30.60,mid starboard,0.461,30.60,1.0000,1.0000,-0.0025
5.4,3.600,0.000,0.0265,0.00,39.25,mid starboard,0.469,39.25,1.0000,1.0000,0.0265
6.1,3.600,0.000,0.0020,60.00,6.05,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
6.2,3.600,0.000,0.0003,60.00,10.87,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
6.3,3.600,0.000,0.0028,60.00,24.12,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.4,3.600,0.000,0.0003,60.00,23.66,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.5,3.600,0.000,0.0056,20.05,31.93,mid starboard,0.104,11.88,0.8966,0.8966,0.0050
1.1,4.000,0.000,0.2744,60.00,19.21,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
1.2,4.000,0.000,0.1075,22.04,28.97,mid starboard,0.028,6.93,0.5627,0.5627,0.0605
1.3,4.000,0.000,0.0703,6.81,31.58,mid starboard,0.259,24.77,1.0000,1.0000,0.0703
1.4,4.000,0.000,0.0001,0.01,33.71,mid starboard,0.440,33.71,1.0000,1.0000,0.0001
2.1,4.000,0.000,0.0913,60.00,7.77,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.2,4.000,0.000,0.0490,60.00,16.78,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.3,4.000,0.000,0.0261,36.59,26.00,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.4,4.000,0.000,0.0406,60.00,26.73,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.5,4.000,0.000,0.0549,13.13,28.60,mid starboard,0.199,15.46,0.9915,0.9915,0.0545
2.6,4.000,0.000,0.0058,6.83,31.55,mid starboard,0.256,24.72,1.0000,1.0000,0.0058
2.7,4.000,0.000,0.0385,0.94,33.15,mid starboard,0.449,32.21,1.0000,1.0000,0.0385
3.1,4.000,0.000,0.0111,60.00,4.32,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
3.2,4.000,0.000,0.0027,31.70,25.38,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.3,4.000,0.000,0.0009,60.00,17.29,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
3.4,4.000,0.000,0.0003,60.00,26.69,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.5,4.000,0.000,0.0073,13.11,27.88,mid starboard,0.208,14.77,0.9802,0.9802,0.0071
3.6,4.000,0.000,0.0164,0.99,32.86,mid starboard,0.469,31.86,1.0000,1.0000,0.0164
4.1,4.000,0.000,0.0199,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
4.2,4.000,0.000,0.0159,60.00,1.11,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.3,4.000,0.000,0.0034,17.42,22.87,mid starboard,0.068,5.45,0.6634,0.6634,0.0023
4.4,4.000,0.000,0.0194,60.00,19.95,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.5,4.000,0.000,0.0179,8.16,24.87,mid starboard,0.324,16.72,1.0000,1.0000,0.0179
4.6,4.000,0.000,0.0304,16.15,27.14,mid starboard,0.127,10.99,0.9103,0.9103,0.0277
4.7,4.000,0.000,0.0530,0.02,32.39,mid starboard,0.506,32.37,1.0000,1.0000,0.0530
5.1,4.000,0.000,-0.0160,,,,,,,0.0000,0.0000
5.2,4.000,0.000,-0.0049,0.00,20.60,mid starboard,0.275,20.60,1.0000,1.0000,-0.0049
5.3,4.000,0.000,-0.0025,0.00,23.37,mid starboard,0.436,23.37,1.0000,1.0000,-0.0025
5.4,4.000,0.000,0.0265,0.00,32.39,mid starboard,0.506,32.39,1.0000,1.0000,0.0265
6.1,4.000,0.000,0.0020,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
6.2,4.000,0.000,0.0003,60.00,3.86,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
6.3,4.000,0.000,0.0028,60.00,18.26,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.4,4.000,0.000,0.0003,60.00,17.73,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.5,4.000,0.000,0.0056,17.37,25.45,mid starboard,0.102,8.08,0.8100,0.8100,0.0045
