Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.3330,60.00,27.65,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
1.2,3.000,0.000,0.2826,60.00,38.46,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
1.3,3.000,0.000,0.0100,0.26,52.19,mid starboard,0.252,51.93,1.0000,1.0000,0.0100
2.1,3.000,0.000,0.0584,60.00,15.77,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.2,3.000,0.000,0.0602,60.00,24.93,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.3,3.000,0.000,0.0672,60.00,30.50,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.4,3.000,0.000,0.0234,60.00,37.87,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.5,3.000,0.000,0.0734,0.36,51.61,mid starboard,0.283,51.25,1.0000,1.0000,0.0734
3.1,3.000,0.000,-0.0091,,,,,,,0.0000,0.0000
3.2,3.000,0.000,-0.0009,0.00,20.66,mid starboard,0.365,20.66,1.0000,1.0000,-0.0009
3.3,3.000,0.000,0.0511,0.00,51.61,mid starboard,0.287,51.61,1.0000,1.0000,0.0511
4.1,3.000,0.000,0.0106,60.00,11.06,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.2,3.000,0.000,0.0291,60.00,24.10,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.1,3.000,0.000,-0.0035,,,,,,,0.0000,0.0000
6.2,3.000,0.000,0.0134,,,,,,,0.0000,0.0000
1.1,3.600,0.000,0.3330,60.00,19.01,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
1.2,3.600,0.000,0.2826,60.00,28.93,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
1.3,3.600,0.000,0.0100,0.33,40.20,mid starboard,0.400,39.87,1.0000,1.0000,0.0100
2.1,3.600,0.000,0.0584,60.00,4.92,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.2,3.600,0.000,0.0602,60.00,16.57,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.3,3.600,0.000,0.0672,60.00,20.70,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.4,3.600,0.000,0.0234,60.00,28.38,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.5,3.600,0.000,0.0734,0.45,39.30,mid starboard,0.463,38.84,1.0000,1.0000,0.0734
3.1,3.600,0.000,-0.0091,,,,,,,0.0000,0.0000
3.2,3.600,0.000,-0.0009,0.00,4.42,mid starboard,0.085,4.42,0.6644,0.6644,-0.0006
3.3,3.600,0.000,0.0511,0.00,39.25,mid starboard,0.469,39.25,1.0000,1.0000,0.0511
4.1,3.600,0.000,0.0106,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
4.2,3.600,0.000,0.0291,60.00,13.85,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.1,3.600,0.000,-0.0035,,,,,,,0.0000,0.0000
6.2,3.600,0.000,0.0134,,,,,,,0.0000,0.0000
1.1,4.000,0.000,0.3330,60.00,13.34,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
1.2,4.000,0.000,0.2826,60.00,23.22,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
1.3,4.000,0.000,0.0100,0.38,33.55,mid starboard,0.436,33.17,1.0000,1.0000,0.0100
2.1,4.000,0.000,0.0584,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
2.2,4.000,0.000,0.0602,60.00,10.78,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.3,4.000,0.000,0.0672,60.00,14.61,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.4,4.000,0.000,0.0234,60.00,22.65,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.5,4.000,0.000,0.0734,0.49,32.48,mid starboard,0.497,31.98,1.0000,1.0000,0.0734
3.1,4.000,0.000,-0.0091,,,,,,,0.0000,0.0000
3.2,4.000,0.000,-0.0009,,,,,,,0.0000,0.0000
3.3,4.000,0.000,0.0511,0.00,32.39,mid starboard,0.506,32.39,1.0000,1.0000,0.0511
4.1,4.000,0.000,0.0106,,,,,,,0.0000,0.0000
4.2,4.000,0.000,0.0291,60.00,6.98,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.1,4.000,0.000,-0.0035,,,,,,,0.0000,0.0000
6.2,4.000,0.000,0.0134,,,,,,,0.0000,0.0000
