Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
2.1,3.000,0.000,0.1325,10.07,45.37,aft starboard,0.040,24.40,0.7620,0.7620,0.1009
2.2,3.000,0.000,0.0488,10.43,48.63,mid starboard,0.068,34.81,0.8674,0.8674,0.0424
2.3,3.000,0.000,0.1574,60.00,45.15,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.1,3.000,0.000,0.0008,60.00,45.13,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.2,3.000,0.000,0.1205,0.00,51.61,mid starboard,0.287,51.61,1.0000,1.0000,0.1205
4.1,3.000,0.000,0.1268,60.00,19.76,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.2,3.000,0.000,0.0341,60.00,40.19,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.3,3.000,0.000,0.0223,8.37,44.07,mid starboard,0.222,35.70,1.0000,1.0000,0.0223
4.4,3.000,0.000,0.0367,60.00,42.05,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.5,3.000,0.000,0.2016,24.95,24.41,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.6,3.000,0.000,0.0140,0.00,51.61,mid starboard,0.287,51.61,1.0000,1.0000,0.0140
6.1,3.000,0.000,-0.0097,0.00,12.85,aft starboard,0.046,12.85,0.7467,0.7467,-0.0072
6.2,3.000,0.000,0.0036,60.00,37.36,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
6.3,3.000,0.000,-0.0013,0.00,44.07,mid starboard,0.226,44.07,1.0000,1.0000,-0.0013
6.4,3.000,0.000,-0.0118,0.00,20.65,mid starboard,0.365,20.65,1.0000,1.0000,-0.0118
7.1,3.000,0.000,0.0648,,,,,,,0.0000,0.0000
2.1,3.600,0.000,0.1325,13.54,32.61,aft starboard,0.107,19.07,0.9723,0.9723,0.1288
2.2,3.600,0.000,0.0488,9.90,37.51,mid starboard,0.209,27.61,1.0000,1.0000,0.0488
2.3,3.600,0.000,0.1574,60.00,34.94,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.1,3.600,0.000,0.0008,60.00,34.94,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.2,3.600,0.000,0.1205,0.00,39.25,mid starboard,0.469,39.25,1.0000,1.0000,0.1205
4.1,3.600,0.000,0.1268,60.00,5.55,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.2,3.600,0.000,0.0341,60.00,29.23,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.3,3.600,0.000,0.0223,9.00,30.07,aft starboard,0.279,21.07,1.0000,1.0000,0.0223
4.4,3.600,0.000,0.0367,60.00,32.50,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.5,3.600,0.000,0.2016,28.93,13.44,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.6,3.600,0.000,0.0140,0.00,39.25,mid starboard,0.469,39.25,1.0000,1.0000,0.0140
6.1,3.600,0.000,-0.0097,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
6.2,3.600,0.000,0.0036,60.00,27.42,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
6.3,3.600,0.000,-0.0013,0.00,29.78,aft starboard,0.302,29.78,1.0000,1.0000,-0.0013
6.4,3.600,0.000,-0.0118,0.00,4.39,mid starboard,0.084,4.39,0.6626,0.6626,-0.0078
7.1,3.600,0.000,0.0648,,,,,,,0.0000,0.0000
2.1,4.000,0.000,0.1325,14.03,26.27,aft starboard,0.109,12.24,0.9140,0.9140,0.1211
2.2,4.000,0.000,0.0488,9.54,30.48,aft starboard,0.238,20.94,1.0000,1.0000,0.0488
2.3,4.000,0.000,0.1574,60.00,29.03,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.1,4.000,0.000,0.0008,60.00,29.03,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.2,4.000,0.000,0.1205,0.00,32.39,mid starboard,0.506,32.39,1.0000,1.0000,0.1205
4.1,4.000,0.000,0.1268,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
4.2,4.000,0.000,0.0341,60.00,23.42,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.3,4.000,0.000,0.0223,8.93,23.23,aft starboard,0.210,14.30,0.9722,0.9722,0.0217
4.4,4.000,0.000,0.0367,60.00,26.87,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.5,4.000,0.000,0.2016,60.00,6.58,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.6,4.000,0.000,0.0140,0.00,32.39,mid starboard,0.506,32.39,1.0000,1.0000,0.0140
6.1,4.000,0.000,-0.0097,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
6.2,4.000,0.000,0.0036,60.00,21.83,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
6.3,4.000,0.000,-0.0013,0.00,22.39,aft starboard,0.266,22.39,1.0000,1.0000,-0.0013
6.4,4.000,0.000,-0.0118,,,,,,,0.0000,0.0000
7.1,4.000,0.000,0.0648,,,,,,,0.0000,0.0000
