Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.0150,13.47,49.88,mid starboard,0.137,36.41,1.0000,1.0000,0.0150
1.2,3.000,0.000,0.0099,13.07,50.74,mid starboard,0.124,37.66,1.0000,1.0000,0.0099
1.3,3.000,0.000,0.0000,0.00,52.34,mid starboard,0.258,52.33,1.0000,1.0000,0.0000
2.1,3.000,0.000,0.1309,60.00,40.65,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.2,3.000,0.000,0.0133,26.59,44.68,aft starboard,0.059,18.09,0.6912,0.6912,0.0092
2.3,3.000,0.000,0.0030,30.23,48.35,mid starboard,0.016,18.12,0.0000,0.0000,0.0000
2.4,3.000,0.000,0.0868,60.00,45.25,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.5,3.000,0.000,0.0004,0.00,52.31,mid starboard,0.258,52.31,1.0000,1.0000,0.0004
3.1,3.000,0.000,0.0011,26.58,44.65,aft starboard,0.059,18.07,0.6932,0.6932,0.0008
3.2,3.000,0.000,0.1160,60.00,33.05,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
3.3,3.000,0.000,0.0126,34.23,47.10,mid starboard,0.093,12.87,0.0000,0.0000,0.0000
3.4,3.000,0.000,0.0000,60.00,45.16,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.5,3.000,0.000,0.0015,0.36,52.21,mid starboard,0.251,51.85,1.0000,1.0000,0.0015
4.1,3.000,0.000,0.0097,60.00,33.02,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.2,3.000,0.000,0.0265,60.00,37.83,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.3,3.000,0.000,0.1101,60.00,41.72,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.4,3.000,0.000,0.0012,34.07,47.05,mid starboard,0.096,12.98,0.0000,0.0000,0.0000
4.5,3.000,0.000,0.0006,34.28,47.10,mid starboard,0.093,12.82,0.0000,0.0000,0.0000
5.1,3.000,0.000,0.0056,25.99,38.69,aft starboard,0.085,12.70,0.7750,0.7750,0.0043
5.2,3.000,0.000,0.0021,50.49,40.50,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
5.3,3.000,0.000,0.0104,60.00,41.66,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
