Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.1182,5.65,44.27,aft starboard,0.165,38.62,1.0000,1.0000,0.1182
1.2,3.000,0.000,0.1766,60.00,36.53,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.1,3.000,0.000,0.0123,6.11,43.12,aft starboard,0.182,37.01,1.0000,1.0000,0.0123
2.2,3.000,0.000,0.0587,60.00,24.92,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.3,3.000,0.000,0.0113,60.00,32.92,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
3.1,3.000,0.000,0.0017,0.00,43.06,aft starboard,0.194,43.06,1.0000,1.0000,0.0017
3.2,3.000,0.000,-0.0028,0.00,28.00,aft starboard,0.124,28.00,1.0000,1.0000,-0.0028
3.3,3.000,0.000,0.3052,60.00,36.61,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.4,3.000,0.000,0.0008,0.14,52.27,mid starboard,0.256,52.13,1.0000,1.0000,0.0008
3.5,3.000,0.000,0.0199,0.44,52.14,mid starboard,0.252,51.70,1.0000,1.0000,0.0199
4.1,3.000,0.000,0.0072,60.00,18.64,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.2,3.000,0.000,0.0637,60.00,27.12,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
5.1,3.000,0.000,0.0001,60.00,22.03,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
6.1,3.000,0.000,-0.0003,,,,,,,0.0000,0.0000
6.2,3.000,0.000,0.0354,60.00,32.31,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.3,3.000,0.000,0.0069,60.00,36.42,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.4,3.000,0.000,0.0000,0.15,52.24,mid starboard,0.259,52.09,1.0000,1.0000,0.0000
6.5,3.000,0.000,0.0036,0.60,52.06,mid starboard,0.249,51.46,1.0000,1.0000,0.0036
6.6,3.000,0.000,0.0406,0.52,51.81,mid starboard,0.272,51.29,1.0000,1.0000,0.0406
