Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.0150,13.47,49.88,mid starboard,0.137,36.41,1.0000,1.0000,0.0150
1.2,3.000,0.000,0.0055,9.60,51.01,mid starboard,0.151,41.41,1.0000,1.0000,0.0055
1.3,3.000,0.000,0.0022,1.14,52.07,mid starboard,0.227,50.93,1.0000,1.0000,0.0022
1.4,3.000,0.000,0.0000,0.00,51.88,mid starboard,0.277,51.88,1.0000,1.0000,0.0000
2.1,3.000,0.000,0.1309,60.00,39.45,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.2,3.000,0.000,0.0133,6.36,24.55,aft starboard,0.447,18.19,1.0000,1.0000,0.0133
2.3,3.000,0.000,0.0029,26.18,48.61,mid starboard,0.041,22.43,0.6685,0.6685,0.0019
2.4,3.000,0.000,0.0209,9.54,48.17,mid starboard,0.041,20.79,0.7636,0.7636,0.0160
2.5,3.000,0.000,0.0022,13.07,50.74,mid starboard,0.124,37.67,1.0000,1.0000,0.0022
2.6,3.000,0.000,0.0074,1.14,49.56,mid starboard,0.181,37.80,1.0000,1.0000,0.0074
2.7,3.000,0.000,0.0001,0.00,51.76,mid starboard,0.274,51.76,1.0000,1.0000,0.0001
2.8,3.000,0.000,0.0138,0.07,51.81,mid starboard,0.283,51.75,1.0000,1.0000,0.0138
3.1,3.000,0.000,0.1160,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
3.2,3.000,0.000,0.0111,6.50,23.73,aft starboard,0.456,17.23,1.0000,1.0000,0.0111
3.3,3.000,0.000,0.0001,30.23,48.35,mid starboard,0.016,18.12,0.0000,0.0000,0.0000
3.4,3.000,0.000,0.0032,9.75,46.58,mid starboard,0.239,36.82,1.0000,1.0000,0.0032
3.5,3.000,0.000,0.0277,9.54,47.99,mid starboard,0.041,20.79,0.7636,0.7636,0.0211
3.6,3.000,0.000,0.0071,1.95,47.62,mid starboard,0.412,45.67,1.0000,1.0000,0.0071
3.7,3.000,0.000,0.0119,1.14,49.19,mid starboard,0.181,37.89,1.0000,1.0000,0.0119
3.8,3.000,0.000,0.0000,1.14,49.33,mid starboard,0.181,37.20,1.0000,1.0000,0.0000
3.9,3.000,0.000,0.0001,0.00,51.75,mid starboard,0.274,51.75,1.0000,1.0000,0.0001
3.10,3.000,0.000,0.0460,0.07,51.69,mid starboard,0.279,51.62,1.0000,1.0000,0.0460
4.1,3.000,0.000,0.0968,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
4.2,3.000,0.000,0.0165,60.00,35.85,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.3,3.000,0.000,0.0021,9.94,45.81,mid starboard,0.281,35.87,1.0000,1.0000,0.0021
4.4,3.000,0.000,0.0115,12.79,43.29,mid starboard,0.066,25.31,0.8619,0.8619,0.0100
4.5,3.000,0.000,0.0072,60.00,45.10,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.6,3.000,0.000,0.0090,2.60,46.92,mid starboard,0.480,44.31,1.0000,1.0000,0.0090
4.7,3.000,0.000,0.0238,4.78,43.10,mid starboard,0.217,38.32,1.0000,1.0000,0.0238
4.8,3.000,0.000,0.0006,1.81,46.42,mid starboard,0.586,44.61,1.0000,1.0000,0.0006
4.9,3.000,0.000,0.0745,0.07,51.68,mid starboard,0.279,51.62,1.0000,1.0000,0.0745
5.1,3.000,0.000,0.0089,60.00,35.85,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
5.2,3.000,0.000,0.0020,8.77,18.43,aft starboard,0.341,9.66,0.8815,0.8815,0.0018
5.3,3.000,0.000,0.0168,12.79,43.16,mid starboard,0.066,25.02,0.8619,0.8619,0.0145
5.4,3.000,0.000,0.0072,13.18,42.53,mid starboard,0.091,29.35,0.9331,0.9331,0.0067
5.5,3.000,0.000,0.0000,60.00,44.63,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
5.6,3.000,0.000,0.0300,6.09,42.27,mid starboard,0.296,36.18,1.0000,1.0000,0.0300
5.7,3.000,0.000,0.0386,4.78,42.25,mid starboard,0.183,37.47,1.0000,1.0000,0.0386
5.8,3.000,0.000,0.0000,1.14,48.86,mid starboard,0.181,37.32,1.0000,1.0000,0.0000
6.1,3.000,0.000,0.0004,60.00,36.04,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
6.2,3.000,0.000,0.0113,13.18,42.41,mid starboard,0.091,29.23,0.9329,0.9329,0.0106
6.3,3.000,0.000,0.0022,6.05,39.77,mid starboard,0.643,33.72,1.0000,1.0000,0.0022
6.4,3.000,0.000,0.0116,60.00,44.60,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.5,3.000,0.000,0.0486,6.09,41.38,mid starboard,0.223,35.29,1.0000,1.0000,0.0486
6.6,3.000,0.000,0.0061,2.47,45.64,mid starboard,0.688,43.17,1.0000,1.0000,0.0061
6.7,3.000,0.000,0.0021,4.02,38.35,mid starboard,0.508,34.34,1.0000,1.0000,0.0021
7.1,3.000,0.000,0.0017,8.94,17.57,aft starboard,0.329,8.63,0.8570,0.8570,0.0015
7.2,3.000,0.000,0.0115,,,,,,,0.0000,0.0000
7.3,3.000,0.000,0.0000,5.61,38.13,mid starboard,0.863,32.52,1.0000,1.0000,0.0000
1.1,3.600,0.000,0.0060,9.77,38.52,mid starboard,0.298,28.75,1.0000,1.0000,0.0060
1.2,3.600,0.000,0.0022,7.44,39.31,mid starboard,0.328,31.86,1.0000,1.0000,0.0022
