Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.2448,60.00,37.15,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
1.2,3.000,0.000,0.0703,60.00,47.28,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
1.3,3.000,0.000,0.0357,5.94,49.78,mid starboard,0.113,37.17,0.9859,0.9859,0.0352
1.4,3.000,0.000,0.0162,1.03,51.41,mid starboard,0.216,50.38,1.0000,1.0000,0.0162
1.5,3.000,0.000,0.0005,0.00,52.26,mid starboard,0.257,52.26,1.0000,1.0000,0.0005
2.1,3.000,0.000,0.1510,60.00,5.02,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.2,3.000,0.000,0.0426,60.00,34.13,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.3,3.000,0.000,0.0256,14.46,42.48,mid starboard,0.156,28.02,1.0000,1.0000,0.0256
2.4,3.000,0.000,0.0334,60.00,44.89,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.5,3.000,0.000,0.0215,6.23,46.83,mid starboard,0.215,40.59,1.0000,1.0000,0.0215
2.6,3.000,0.000,0.0198,8.42,48.78,mid starboard,0.065,27.13,0.8575,0.8575,0.0170
2.7,3.000,0.000,0.0274,1.50,49.39,mid starboard,0.268,47.89,1.0000,1.0000,0.0274
2.8,3.000,0.000,0.0047,1.04,51.31,mid starboard,0.215,50.27,1.0000,1.0000,0.0047
2.9,3.000,0.000,0.0098,0.01,51.71,mid starboard,0.269,51.70,1.0000,1.0000,0.0098
2.10,3.000,0.000,0.1152,0.00,51.61,mid starboard,0.287,51.61,1.0000,1.0000,0.1152
3.1,3.000,0.000,-0.0156,,,,,,,0.0000,0.0000
3.2,3.000,0.000,0.0024,60.00,33.96,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
3.3,3.000,0.000,-0.0026,0.00,42.48,mid starboard,0.188,42.48,1.0000,1.0000,-0.0026
3.4,3.000,0.000,0.0040,60.00,43.96,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.5,3.000,0.000,-0.0016,0.00,46.83,mid starboard,0.232,46.83,1.0000,1.0000,-0.0016
3.6,3.000,0.000,0.0020,8.47,48.64,mid starboard,0.063,26.56,0.8516,0.8516,0.0017
3.7,3.000,0.000,-0.0007,0.00,49.39,mid starboard,0.270,49.39,1.0000,1.0000,-0.0007
3.8,3.000,0.000,0.0011,1.04,51.30,mid starboard,0.215,50.26,1.0000,1.0000,0.0011
3.9,3.000,0.000,0.0000,0.00,51.71,mid starboard,0.269,51.71,1.0000,1.0000,0.0000
3.10,3.000,0.000,0.0193,0.00,51.61,mid starboard,0.287,51.61,1.0000,1.0000,0.0193
4.1,3.000,0.000,0.0239,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
4.2,3.000,0.000,0.0000,60.00,34.30,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.3,3.000,0.000,0.0246,24.89,35.09,mid starboard,0.094,10.20,0.8401,0.8401,0.0207
4.4,3.000,0.000,0.0003,60.00,43.83,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.5,3.000,0.000,0.0305,11.46,41.87,mid starboard,0.236,30.41,1.0000,1.0000,0.0305
4.6,3.000,0.000,0.0241,1.99,48.09,mid starboard,0.284,46.09,1.0000,1.0000,0.0241
4.7,3.000,0.000,0.0010,8.47,48.62,mid starboard,0.063,26.55,0.8516,0.8516,0.0008
4.8,3.000,0.000,0.0321,0.03,50.51,mid starboard,0.307,50.48,1.0000,1.0000,0.0321
5.1,3.000,0.000,0.0000,60.00,43.80,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.1,3.000,0.000,-0.0031,,,,,,,0.0000,0.0000
6.2,3.000,0.000,0.0015,,,,,,,0.0000,0.0000
6.3,3.000,0.000,-0.0031,0.00,34.48,mid starboard,0.202,34.48,1.0000,1.0000,-0.0031
6.4,3.000,0.000,0.0041,28.80,28.67,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.5,3.000,0.000,-0.0026,0.00,41.80,mid starboard,0.273,41.80,1.0000,1.0000,-0.0026
6.6,3.000,0.000,0.0045,13.77,39.49,mid starboard,0.277,25.72,1.0000,1.0000,0.0045
6.7,3.000,0.000,-0.0006,0.00,48.09,mid starboard,0.288,48.09,1.0000,1.0000,-0.0006
6.8,3.000,0.000,0.0254,4.25,44.16,mid starboard,0.335,39.91,1.0000,1.0000,0.0254
6.9,3.000,0.000,0.0020,0.00,50.51,mid starboard,0.307,50.51,1.0000,1.0000,0.0020
1.1,3.600,0.000,0.2448,60.00,27.05,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
1.2,3.600,0.000,0.0703,16.37,36.47,mid starboard,0.111,20.09,0.9811,0.9811,0.0690
1.3,3.600,0.000,0.0357,5.95,38.40,mid starboard,0.253,32.45,1.0000,1.0000,0.0357
1.4,3.600,0.000,0.0162,1.28,39.68,mid starboard,0.354,38.40,1.0000,1.0000,0.0162
1.5,3.600,0.000,0.0005,0.02,40.32,mid starboard,0.403,40.30,1.0000,1.0000,0.0005
2.1,3.600,0.000,0.1510,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
2.2,3.600,0.000,0.0426,60.00,24.94,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.3,3.600,0.000,0.0256,13.16,31.11,mid starboard,0.239,17.95,1.0000,1.0000,0.0256
2.4,3.600,0.000,0.0334,60.00,34.63,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.5,3.600,0.000,0.0215,6.07,34.90,mid starboard,0.358,28.83,1.0000,1.0000,0.0215
2.6,3.600,0.000,0.0198,8.25,37.67,mid starboard,0.191,29.43,1.0000,1.0000,0.0198
2.7,3.600,0.000,0.0274,1.71,37.20,mid starboard,0.431,35.48,1.0000,1.0000,0.0274
2.8,3.600,0.000,0.0047,1.30,39.62,mid starboard,0.351,38.32,1.0000,1.0000,0.0047
