Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.2397,60.00,37.66,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
1.2,3.000,0.000,0.1815,60.00,44.07,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.1,3.000,0.000,0.0638,60.00,31.04,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.2,3.000,0.000,0.0442,60.00,34.86,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.3,3.000,0.000,0.0690,60.00,40.57,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.4,3.000,0.000,0.0020,60.00,44.05,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.5,3.000,0.000,0.0021,0.04,52.28,mid starboard,0.257,52.25,1.0000,1.0000,0.0021
3.1,3.000,0.000,0.0923,60.00,12.17,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
3.2,3.000,0.000,0.1058,60.00,28.48,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.3,3.000,0.000,0.0960,0.07,51.61,mid starboard,0.287,51.54,1.0000,1.0000,0.0960
4.1,3.000,0.000,-0.0002,60.00,4.25,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.2,3.000,0.000,0.0108,60.00,28.33,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.3,3.000,0.000,0.0033,29.69,25.31,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.4,3.000,0.000,0.0115,60.00,40.36,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.5,3.000,0.000,0.0181,0.00,51.61,mid starboard,0.287,51.61,1.0000,1.0000,0.0181
5.1,3.000,0.000,-0.0153,,,,,,,0.0000,0.0000
5.2,3.000,0.000,-0.0122,0.00,20.66,mid starboard,0.365,20.66,1.0000,1.0000,-0.0122
5.3,3.000,0.000,0.0183,0.00,51.61,mid starboard,0.287,51.61,1.0000,1.0000,0.0183
6.1,3.000,0.000,0.0163,60.00,5.90,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.2,3.000,0.000,0.0442,60.00,19.57,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
1.1,3.600,0.000,0.2397,60.00,27.44,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
1.2,3.600,0.000,0.1815,60.00,34.03,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.1,3.600,0.000,0.0638,60.00,22.14,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.2,3.600,0.000,0.0442,60.00,25.56,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.3,3.600,0.000,0.0690,60.00,30.92,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.4,3.600,0.000,0.0020,60.00,34.02,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.5,3.600,0.000,0.0021,0.07,40.31,mid starboard,0.403,40.25,1.0000,1.0000,0.0021
3.1,3.600,0.000,0.0923,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
3.2,3.600,0.000,0.1058,60.00,18.40,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.3,3.600,0.000,0.0960,0.12,39.25,mid starboard,0.469,39.13,1.0000,1.0000,0.0960
4.1,3.600,0.000,-0.0002,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
4.2,3.600,0.000,0.0108,60.00,19.98,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.3,3.600,0.000,0.0033,60.00,14.59,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.4,3.600,0.000,0.0115,60.00,30.75,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.5,3.600,0.000,0.0181,0.00,39.25,mid starboard,0.469,39.25,1.0000,1.0000,0.0181
5.1,3.600,0.000,-0.0153,,,,,,,0.0000,0.0000
5.2,3.600,0.000,-0.0122,0.00,4.42,mid starboard,0.085,4.42,0.6644,0.6644,-0.0081
5.3,3.600,0.000,0.0183,0.00,39.25,mid starboard,0.469,39.25,1.0000,1.0000,0.0183
6.1,3.600,0.000,0.0163,,,,,,,0.0000,0.0000
6.2,3.600,0.000,0.0442,60.00,6.62,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
1.1,4.000,0.000,0.2397,60.00,21.81,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
1.2,4.000,0.000,0.1815,60.00,28.19,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.1,4.000,0.000,0.0638,60.00,16.62,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.2,4.000,0.000,0.0442,60.00,20.09,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.3,4.000,0.000,0.0690,60.00,25.20,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.4,4.000,0.000,0.0020,60.00,28.18,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.5,4.000,0.000,0.0021,0.09,33.67,mid starboard,0.438,33.58,1.0000,1.0000,0.0021
3.1,4.000,0.000,0.0923,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
3.2,4.000,0.000,0.1058,60.00,12.12,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.3,4.000,0.000,0.0960,0.15,32.40,mid starboard,0.505,32.24,1.0000,1.0000,0.0960
4.1,4.000,0.000,-0.0002,,,,,,,0.0000,0.0000
4.2,4.000,0.000,0.0108,60.00,14.46,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.3,4.000,0.000,0.0033,60.00,7.92,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.4,4.000,0.000,0.0115,60.00,25.03,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.5,4.000,0.000,0.0181,0.00,32.39,mid starboard,0.506,32.39,1.0000,1.0000,0.0181
5.1,4.000,0.000,-0.0153,,,,,,,0.0000,0.0000
5.2,4.000,0.000,-0.0122,,,,,,,0.0000,0.0000
5.3,4.000,0.000,0.0183,0.00,32.39,mid starboard,0.506,32.39,1.0000,1.0000,0.0183
6.1,4.000,0.000,0.0163,,,,,,,0.0000,0.0000
6.2,4.000,0.000,0.0442,,,,,,,0.0000,0.0000
