Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.0032,0.22,51.93,mid starboard,0.244,51.71,1.0000,1.0000,0.0032
1.2,3.000,0.000,0.0026,1.40,51.65,mid starboard,0.227,50.25,1.0000,1.0000,0.0026
1.3,3.000,0.000,0.0050,6.75,50.94,mid starboard,0.176,44.19,1.0000,1.0000,0.0050
1.4,3.000,0.000,0.0036,6.41,51.26,mid starboard,0.173,44.85,1.0000,1.0000,0.0036
1.5,3.000,0.000,0.0005,1.01,52.12,mid starboard,0.237,51.11,1.0000,1.0000,0.0005
1.6,3.000,0.000,0.0025,1.35,52.03,mid starboard,0.223,50.68,1.0000,1.0000,0.0025
1.7,3.000,0.000,0.0006,0.12,52.29,mid starboard,0.255,52.17,1.0000,1.0000,0.0006
2.1,3.000,0.000,0.0018,0.80,51.50,mid starboard,0.234,50.70,1.0000,1.0000,0.0018
2.2,3.000,0.000,0.0007,0.22,51.75,mid starboard,0.237,51.53,1.0000,1.0000,0.0007
2.3,3.000,0.000,0.0017,1.84,51.25,mid starboard,0.213,49.41,1.0000,1.0000,0.0017
2.4,3.000,0.000,0.0009,2.88,51.18,mid starboard,0.215,48.30,1.0000,1.0000,0.0009
2.5,3.000,0.000,0.0006,1.40,51.48,mid starboard,0.219,50.09,1.0000,1.0000,0.0006
2.6,3.000,0.000,0.0022,11.55,50.27,mid starboard,0.149,38.72,1.0000,1.0000,0.0022
2.7,3.000,0.000,0.0011,6.67,50.71,mid starboard,0.161,44.04,1.0000,1.0000,0.0011
2.8,3.000,0.000,0.0026,17.17,49.88,mid starboard,0.100,32.72,0.9553,0.9553,0.0025
2.9,3.000,0.000,0.0008,6.36,51.11,mid starboard,0.160,44.75,1.0000,1.0000,0.0008
2.10,3.000,0.000,0.0011,9.07,51.05,mid starboard,0.154,41.97,1.0000,1.0000,0.0011
2.11,3.000,0.000,0.0001,1.01,52.09,mid starboard,0.233,51.08,1.0000,1.0000,0.0001
2.12,3.000,0.000,0.0006,1.35,51.94,mid starboard,0.213,50.60,1.0000,1.0000,0.0006
2.13,3.000,0.000,0.0009,2.63,51.81,mid starboard,0.203,49.18,1.0000,1.0000,0.0009
2.14,3.000,0.000,0.0001,0.12,52.29,mid starboard,0.254,52.16,1.0000,1.0000,0.0001
3.1,3.000,0.000,0.0004,0.80,51.33,mid starboard,0.228,50.53,1.0000,1.0000,0.0004
3.2,3.000,0.000,0.0040,3.05,50.21,mid starboard,0.233,47.15,1.0000,1.0000,0.0040
3.3,3.000,0.000,0.0271,0.22,50.35,mid starboard,0.219,50.13,1.0000,1.0000,0.0271
3.4,3.000,0.000,0.0223,1.40,50.18,mid starboard,0.187,48.79,1.0000,1.0000,0.0223
3.5,3.000,0.000,0.0002,2.88,51.01,mid starboard,0.206,48.13,1.0000,1.0000,0.0002
3.6,3.000,0.000,0.0011,7.31,49.57,mid starboard,0.214,42.25,1.0000,1.0000,0.0011
3.7,3.000,0.000,0.0003,13.47,49.88,mid starboard,0.137,36.41,1.0000,1.0000,0.0003
3.8,3.000,0.000,0.0013,11.35,50.22,mid starboard,0.154,38.87,1.0000,1.0000,0.0013
3.9,3.000,0.000,0.0425,6.66,49.00,mid starboard,0.084,35.44,0.9157,0.9157,0.0390
3.10,3.000,0.000,0.0002,21.17,49.23,mid starboard,0.074,28.06,0.8861,0.8861,0.0001
3.11,3.000,0.000,0.0002,19.58,49.67,mid starboard,0.082,30.09,0.9095,0.9095,0.0001
3.12,3.000,0.000,0.0008,10.55,50.73,mid starboard,0.151,40.18,1.0000,1.0000,0.0008
3.13,3.000,0.000,0.0108,6.35,49.81,mid starboard,0.091,37.38,0.9339,0.9339,0.0101
