Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.0079,2.11,51.18,mid starboard,0.210,49.07,1.0000,1.0000,0.0079
1.2,3.000,0.000,0.0046,6.28,51.00,mid starboard,0.179,44.72,1.0000,1.0000,0.0046
1.3,3.000,0.000,0.0011,2.50,51.79,mid starboard,0.217,49.29,1.0000,1.0000,0.0011
1.4,3.000,0.000,0.0016,2.93,51.76,mid starboard,0.208,48.83,1.0000,1.0000,0.0016
1.5,3.000,0.000,0.0036,2.32,51.86,mid starboard,0.207,49.54,1.0000,1.0000,0.0036
1.6,3.000,0.000,0.0000,0.00,51.88,mid starboard,0.277,51.88,1.0000,1.0000,0.0000
2.1,3.000,0.000,0.0691,2.11,46.19,aft starboard,0.130,36.78,1.0000,1.0000,0.0691
2.2,3.000,0.000,0.0086,3.59,41.70,aft starboard,0.346,38.11,1.0000,1.0000,0.0086
2.3,3.000,0.000,0.0025,13.47,49.88,mid starboard,0.137,36.41,1.0000,1.0000,0.0025
2.4,3.000,0.000,0.0402,6.22,48.67,mid starboard,0.091,35.25,0.9332,0.9332,0.0375
2.5,3.000,0.000,0.0017,11.89,50.47,mid starboard,0.142,38.58,1.0000,1.0000,0.0017
2.6,3.000,0.000,0.0094,2.50,50.94,mid starboard,0.179,48.44,1.0000,1.0000,0.0094
2.7,3.000,0.000,0.0013,6.95,51.21,mid starboard,0.169,44.27,1.0000,1.0000,0.0013
2.8,3.000,0.000,0.0051,2.94,50.73,mid starboard,0.160,47.79,1.0000,1.0000,0.0051
2.9,3.000,0.000,0.0018,7.15,51.28,mid starboard,0.160,44.13,1.0000,1.0000,0.0018
2.10,3.000,0.000,0.0076,2.32,49.57,mid starboard,0.144,33.76,1.0000,1.0000,0.0076
2.11,3.000,0.000,0.0000,0.00,51.77,mid starboard,0.274,51.77,1.0000,1.0000,0.0000
3.1,3.000,0.000,0.0075,3.59,41.61,aft starboard,0.348,38.02,1.0000,1.0000,0.0075
3.2,3.000,0.000,0.0751,14.50,20.75,aft starboard,0.052,6.25,0.6414,0.6414,0.0482
3.3,3.000,0.000,0.0001,17.73,49.36,mid starboard,0.101,31.63,0.9575,0.9575,0.0001
3.4,3.000,0.000,0.0026,7.05,46.70,mid starboard,0.280,39.65,1.0000,1.0000,0.0026
3.5,3.000,0.000,0.0008,17.24,49.90,mid starboard,0.099,32.66,0.9530,0.9530,0.0008
3.6,3.000,0.000,0.0004,3.03,50.32,mid starboard,0.238,47.30,1.0000,1.0000,0.0004
3.7,3.000,0.000,0.0086,2.94,50.26,mid starboard,0.160,44.80,1.0000,1.0000,0.0086
3.8,3.000,0.000,0.0008,3.76,49.98,mid starboard,0.231,46.22,1.0000,1.0000,0.0008
3.9,3.000,0.000,0.0005,13.07,50.74,mid starboard,0.124,37.66,1.0000,1.0000,0.0005
3.10,3.000,0.000,0.0084,2.95,46.20,mid starboard,0.460,43.24,1.0000,1.0000,0.0084
3.11,3.000,0.000,0.0241,2.32,48.19,mid starboard,0.144,32.60,1.0000,1.0000,0.0241
3.12,3.000,0.000,0.0002,0.00,51.75,mid starboard,0.274,51.75,1.0000,1.0000,0.0002
3.13,3.000,0.000,0.0138,0.07,51.81,mid starboard,0.283,51.75,1.0000,1.0000,0.0138
