Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
2.1,3.000,0.000,0.0897,3.14,48.28,mid starboard,0.127,41.83,1.0000,1.0000,0.0897
2.2,3.000,0.000,0.0062,1.14,51.42,mid starboard,0.221,50.29,1.0000,1.0000,0.0062
2.3,3.000,0.000,0.0113,2.25,50.99,mid starboard,0.194,48.74,1.0000,1.0000,0.0113
2.4,3.000,0.000,0.0003,0.00,52.33,mid starboard,0.258,52.33,1.0000,1.0000,0.0003
2.5,3.000,0.000,0.0005,0.00,52.33,mid starboard,0.257,52.33,1.0000,1.0000,0.0005
3.1,3.000,0.000,0.1254,0.00,51.61,mid starboard,0.287,51.61,1.0000,1.0000,0.1254
4.1,3.000,0.000,0.1296,12.74,25.50,aft starboard,0.100,12.76,0.9033,0.9033,0.1171
4.2,3.000,0.000,0.0144,5.65,47.46,mid starboard,0.080,32.85,0.9029,0.9029,0.0130
4.3,3.000,0.000,0.0023,1.19,50.22,mid starboard,0.251,49.02,1.0000,1.0000,0.0023
4.4,3.000,0.000,0.0091,3.85,50.10,mid starboard,0.154,46.24,1.0000,1.0000,0.0091
4.5,3.000,0.000,0.0050,2.27,49.03,mid starboard,0.248,46.76,1.0000,1.0000,0.0050
4.6,3.000,0.000,0.0157,3.70,50.68,mid starboard,0.164,46.97,1.0000,1.0000,0.0157
4.7,3.000,0.000,0.0006,0.00,52.32,mid starboard,0.256,52.32,1.0000,1.0000,0.0006
4.8,3.000,0.000,0.1245,60.00,46.55,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.9,3.000,0.000,0.0087,0.00,51.61,mid starboard,0.287,51.61,1.0000,1.0000,0.0087
5.1,3.000,0.000,0.0002,60.00,46.54,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.1,3.000,0.000,-0.0002,0.00,25.04,aft starboard,0.115,25.04,0.9897,0.9897,-0.0002
6.2,3.000,0.000,0.0105,17.90,46.10,aft starboard,0.001,3.45,0.1941,0.1941,0.0020
6.3,3.000,0.000,0.0000,0.00,50.22,mid starboard,0.251,50.22,1.0000,1.0000,0.0000
6.4,3.000,0.000,0.0004,0.00,49.03,mid starboard,0.248,49.03,1.0000,1.0000,0.0004
6.5,3.000,0.000,0.0142,7.46,49.38,mid starboard,0.094,41.92,0.9411,0.9411,0.0134
6.6,3.000,0.000,0.0074,3.54,48.16,mid starboard,0.240,44.62,1.0000,1.0000,0.0074
6.7,3.000,0.000,0.2325,19.82,23.33,mid starboard,0.082,3.52,0.6225,0.6225,0.1447
2.1,3.600,0.000,0.0897,5.69,35.73,aft starboard,0.214,30.03,1.0000,1.0000,0.0897
