Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.2953,0.00,-0.01,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
1.2,3.000,0.000,0.0350,0.00,47.02,mid starboard,0.237,47.02,1.0000,1.0000,0.0350
2.1,3.000,0.000,0.0528,,,,,,,0.0000,0.0000
4.1,3.000,0.000,0.2770,0.00,28.33,mid starboard,0.296,28.33,1.0000,1.0000,0.2770
4.2,3.000,0.000,0.0246,0.00,51.07,mid starboard,0.275,51.07,1.0000,1.0000,0.0246
4.3,3.000,0.000,0.0506,0.00,51.69,mid starboard,0.283,51.69,1.0000,1.0000,0.0506
4.4,3.000,0.000,0.0025,0.00,52.32,mid starboard,0.260,52.32,1.0000,1.0000,0.0025
4.5,3.000,0.000,0.0217,0.00,52.34,mid starboard,0.259,52.34,1.0000,1.0000,0.0217
5.1,3.000,0.000,0.0528,0.00,18.56,mid starboard,0.273,18.56,1.0000,1.0000,0.0528
6.1,3.000,0.000,0.0146,,,,,,,0.0000,0.0000
1.1,3.600,0.000,0.2953,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
1.2,3.600,0.000,0.0350,0.00,34.39,aft starboard,0.348,34.39,1.0000,1.0000,0.0350
2.1,3.600,0.000,0.0528,,,,,,,0.0000,0.0000
4.1,3.600,0.000,0.2770,0.00,15.27,mid starboard,0.293,15.27,0.9885,0.9885,0.2738
4.2,3.600,0.000,0.0246,0.00,38.88,mid starboard,0.437,38.88,1.0000,1.0000,0.0246
4.3,3.600,0.000,0.0506,0.00,39.39,mid starboard,0.457,39.39,1.0000,1.0000,0.0506
4.4,3.600,0.000,0.0025,0.00,40.32,mid starboard,0.409,40.32,1.0000,1.0000,0.0025
4.5,3.600,0.000,0.0217,0.00,40.35,mid starboard,0.407,40.35,1.0000,1.0000,0.0217
5.1,3.600,0.000,0.0528,0.00,4.63,mid starboard,0.106,4.63,0.7105,0.7105,0.0375
6.1,3.600,0.000,0.0146,,,,,,,0.0000,0.0000
1.1,4.000,0.000,0.2953,,,,,,,0.0000,0.0000
1.2,4.000,0.000,0.0350,0.00,26.76,aft starboard,0.343,26.76,1.0000,1.0000,0.0350
2.1,4.000,0.000,0.0528,,,,,,,0.0000,0.0000
4.1,4.000,0.000,0.2770,0.00,7.22,mid starboard,0.162,7.22,0.8197,0.8197,0.2271
4.2,4.000,0.000,0.0246,0.00,32.10,mid starboard,0.478,32.10,1.0000,1.0000,0.0246
4.3,4.000,0.000,0.0506,0.00,32.57,mid starboard,0.497,32.57,1.0000,1.0000,0.0506
4.4,4.000,0.000,0.0025,0.00,33.67,mid starboard,0.446,33.67,1.0000,1.0000,0.0025
4.5,4.000,0.000,0.0217,0.00,33.70,mid starboard,0.443,33.70,1.0000,1.0000,0.0217
5.1,4.000,0.000,0.0528,0.00,-0.01,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.1,4.000,0.000,0.0146,,,,,,,0.0000,0.0000
