Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
2.1,3.000,0.000,0.1188,0.00,45.32,aft starboard,0.203,45.32,1.0000,1.0000,0.1188
2.2,3.000,0.000,0.1991,0.00,25.84,aft starboard,0.101,25.84,0.9590,0.9590,0.1909
3.1,3.000,0.000,0.3493,0.00,20.66,mid starboard,0.365,20.66,1.0000,1.0000,0.3493
4.1,3.000,0.000,0.0651,,,,,,,0.0000,0.0000
4.2,3.000,0.000,0.1345,0.00,51.61,mid starboard,0.287,51.61,1.0000,1.0000,0.1345
5.1,3.000,0.000,0.0673,,,,,,,0.0000,0.0000
7.1,3.000,0.000,0.0001,,,,,,,0.0000,0.0000
7.2,3.000,0.000,0.0658,,,,,,,0.0000,0.0000
2.1,3.600,0.000,0.1188,0.00,26.64,aft starboard,0.244,26.64,1.0000,1.0000,0.1188
2.2,3.600,0.000,0.1991,0.00,10.41,aft starboard,0.037,10.41,0.6685,0.6685,0.1331
3.1,3.600,0.000,0.3493,0.00,4.42,mid starboard,0.085,4.42,0.6644,0.6644,0.2321
4.1,3.600,0.000,0.0651,,,,,,,0.0000,0.0000
4.2,3.600,0.000,0.1345,0.00,39.25,mid starboard,0.469,39.25,1.0000,1.0000,0.1345
5.1,3.600,0.000,0.0673,,,,,,,0.0000,0.0000
7.1,3.600,0.000,0.0001,,,,,,,0.0000,0.0000
7.2,3.600,0.000,0.0658,,,,,,,0.0000,0.0000
2.1,4.000,0.000,0.1188,0.00,16.98,aft starboard,0.186,16.98,1.0000,1.0000,0.1188
2.2,4.000,0.000,0.1991,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
3.1,4.000,0.000,0.3493,,,,,,,0.0000,0.0000
4.1,4.000,0.000,0.0651,,,,,,,0.0000,0.0000
4.2,4.000,0.000,0.1345,0.00,32.39,mid starboard,0.506,32.39,1.0000,1.0000,0.1345
5.1,4.000,0.000,0.0673,,,,,,,0.0000,0.0000
7.1,4.000,0.000,0.0001,,,,,,,0.0000,0.0000
7.2,4.000,0.000,0.0658,,,,,,,0.0000,0.0000
