Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.0009,0.05,52.27,mid starboard,0.252,52.23,1.0000,1.0000,0.0009
1.2,3.000,0.000,0.0009,0.10,52.27,mid starboard,0.250,52.17,1.0000,1.0000,0.0009
1.3,3.000,0.000,0.0000,0.01,52.34,mid starboard,0.258,52.33,1.0000,1.0000,0.0000
2.1,3.000,0.000,0.0140,13.48,49.88,mid starboard,0.137,36.41,1.0000,1.0000,0.0140
2.2,3.000,0.000,0.0081,0.05,52.02,mid starboard,0.236,51.98,1.0000,1.0000,0.0081
2.3,3.000,0.000,0.0006,0.15,52.20,mid starboard,0.244,52.05,1.0000,1.0000,0.0006
2.4,3.000,0.000,0.0077,0.10,51.94,mid starboard,0.234,51.85,1.0000,1.0000,0.0077
2.5,3.000,0.000,0.0090,13.08,50.74,mid starboard,0.124,37.66,1.0000,1.0000,0.0090
2.6,3.000,0.000,0.0004,0.01,52.31,mid starboard,0.258,52.30,1.0000,1.0000,0.0004
4.1,3.000,0.000,0.1228,60.00,40.57,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.2,3.000,0.000,0.0024,30.24,48.35,mid starboard,0.016,18.11,0.0000,0.0000,0.0000
4.3,3.000,0.000,0.0051,0.15,51.63,mid starboard,0.212,51.48,1.0000,1.0000,0.0051
4.4,3.000,0.000,0.0791,60.00,45.21,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.5,3.000,0.000,0.0138,0.08,51.81,mid starboard,0.283,51.73,1.0000,1.0000,0.0138
5.1,3.000,0.000,0.0133,26.70,44.37,aft starboard,0.059,17.68,0.6809,0.6809,0.0090
5.2,3.000,0.000,0.0126,34.36,47.02,mid starboard,0.094,12.66,0.0000,0.0000,0.0000
5.3,3.000,0.000,0.0000,60.00,45.11,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.1,3.000,0.000,0.0006,34.42,47.01,mid starboard,0.094,12.59,0.0000,0.0000,0.0000
6.2,3.000,0.000,0.1204,0.08,51.68,mid starboard,0.279,51.60,1.0000,1.0000,0.1204
7.1,3.000,0.000,0.0013,26.69,44.33,aft starboard,0.060,17.65,0.6835,0.6835,0.0009
7.2,3.000,0.000,0.1160,60.00,32.73,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
7.3,3.000,0.000,0.0015,34.15,46.95,mid starboard,0.098,12.80,0.0000,0.0000,0.0000
7.4,3.000,0.000,0.1101,60.00,41.59,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
1.1,3.600,0.000,0.0004,0.21,40.31,mid starboard,0.401,40.10,1.0000,1.0000,0.0004
1.2,3.600,0.000,0.0004,0.31,40.31,mid starboard,0.400,40.00,1.0000,1.0000,0.0004
1.3,3.600,0.000,0.0000,0.02,40.36,mid starboard,0.406,40.35,1.0000,1.0000,0.0000
2.1,3.600,0.000,0.0056,9.77,38.52,mid starboard,0.298,28.75,1.0000,1.0000,0.0056
2.2,3.600,0.000,0.0087,0.21,40.12,mid starboard,0.382,39.91,1.0000,1.0000,0.0087
2.3,3.600,0.000,0.0002,0.55,40.25,mid starboard,0.395,39.70,1.0000,1.0000,0.0002
2.4,3.600,0.000,0.0082,0.31,40.09,mid starboard,0.379,39.78,1.0000,1.0000,0.0082
2.5,3.600,0.000,0.0036,9.09,39.08,mid starboard,0.310,29.99,1.0000,1.0000,0.0036
2.6,3.600,0.000,0.0004,0.02,40.34,mid starboard,0.405,40.32,1.0000,1.0000,0.0004
4.1,3.600,0.000,0.1312,60.00,28.92,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.2,3.600,0.000,0.0010,17.41,37.29,mid starboard,0.208,19.89,1.0000,1.0000,0.0010
4.3,3.600,0.000,0.0054,0.55,39.85,mid starboard,0.355,39.30,1.0000,1.0000,0.0054
4.4,3.600,0.000,0.0846,60.00,34.87,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.5,3.600,0.000,0.0055,0.08,39.55,mid starboard,0.463,39.47,1.0000,1.0000,0.0055
5.1,3.600,0.000,0.0053,19.07,32.09,aft starboard,0.163,13.02,0.9498,0.9498,0.0050
5.2,3.600,0.000,0.0050,20.11,36.08,mid starboard,0.228,15.97,0.9995,0.9995,0.0050
5.3,3.600,0.000,0.0000,60.00,34.81,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.1,3.600,0.000,0.0003,20.13,36.07,mid starboard,0.227,15.94,0.9991,0.9991,0.0003
6.2,3.600,0.000,0.1286,0.09,39.32,mid starboard,0.459,39.23,1.0000,1.0000,0.1286
7.1,3.600,0.000,0.0005,19.08,32.06,aft starboard,0.163,12.98,0.9491,0.9491,0.0005
7.2,3.600,0.000,0.1239,60.00,23.56,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
7.3,3.600,0.000,0.0006,20.16,36.02,mid starboard,0.228,15.87,0.9979,0.9979,0.0006
7.4,3.600,0.000,0.1177,60.00,31.85,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
1.1,4.000,0.000,0.0000,0.33,33.68,mid starboard,0.436,33.35,1.0000,1.0000,0.0000
1.2,4.000,0.000,0.0000,0.42,33.68,mid starboard,0.435,33.25,1.0000,1.0000,0.0000
1.3,4.000,0.000,0.0000,0.03,33.72,mid starboard,0.441,33.69,1.0000,1.0000,0.0000
2.1,4.000,0.000,0.0000,8.25,31.30,aft starboard,0.326,23.05,1.0000,1.0000,0.0000
2.2,4.000,0.000,0.0091,0.35,33.53,mid starboard,0.418,33.17,1.0000,1.0000,0.0091
2.3,4.000,0.000,0.0000,0.76,33.63,mid starboard,0.431,32.87,1.0000,1.0000,0.0000
