Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
2.1,3.000,0.000,0.0756,0.00,49.20,mid starboard,0.225,49.20,1.0000,1.0000,0.0756
2.2,3.000,0.000,0.2453,0.00,17.06,aft starboard,0.023,17.06,0.6613,0.6613,0.1622
2.3,3.000,0.000,0.3493,0.00,20.66,mid starboard,0.365,20.66,1.0000,1.0000,0.3493
3.1,3.000,0.000,0.1345,0.00,51.61,mid starboard,0.287,51.61,1.0000,1.0000,0.1345
4.1,3.000,0.000,0.0621,,,,,,,0.0000,0.0000
4.2,3.000,0.000,0.0673,,,,,,,0.0000,0.0000
5.1,3.000,0.000,0.0658,,,,,,,0.0000,0.0000
2.1,3.600,0.000,0.0756,0.00,33.15,aft starboard,0.313,33.15,1.0000,1.0000,0.0756
2.2,3.600,0.000,0.2453,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
2.3,3.600,0.000,0.3493,0.00,4.42,mid starboard,0.085,4.42,0.6643,0.6643,0.2321
3.1,3.600,0.000,0.1345,0.00,39.25,mid starboard,0.469,39.25,1.0000,1.0000,0.1345
4.1,3.600,0.000,0.0621,,,,,,,0.0000,0.0000
4.2,3.600,0.000,0.0673,,,,,,,0.0000,0.0000
5.1,3.600,0.000,0.0658,,,,,,,0.0000,0.0000
2.1,4.000,0.000,0.0756,0.00,24.43,aft starboard,0.286,24.43,1.0000,1.0000,0.0756
2.2,4.000,0.000,0.2453,,,,,,,0.0000,0.0000
2.3,4.000,0.000,0.3493,,,,,,,0.0000,0.0000
3.1,4.000,0.000,0.1345,0.00,32.39,mid starboard,0.506,32.39,1.0000,1.0000,0.1345
4.1,4.000,0.000,0.0621,,,,,,,0.0000,0.0000
4.2,4.000,0.000,0.0673,,,,,,,0.0000,0.0000
5.1,4.000,0.000,0.0658,,,,,,,0.0000,0.0000
