Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.0853,3.77,49.14,mid starboard,0.091,36.54,0.9332,0.9332,0.0796
1.2,3.000,0.000,0.0568,4.36,49.61,mid starboard,0.099,33.99,0.9532,0.9532,0.0542
2.1,3.000,0.000,0.2954,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
2.2,3.000,0.000,0.0207,60.00,46.66,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.3,3.000,0.000,0.2261,9.68,27.80,mid starboard,0.288,18.13,1.0000,1.0000,0.2261
2.4,3.000,0.000,0.0001,4.36,49.60,mid starboard,0.099,34.00,0.9532,0.9532,0.0001
2.5,3.000,0.000,0.0206,0.00,51.25,mid starboard,0.274,51.25,1.0000,1.0000,0.0206
2.6,3.000,0.000,0.1345,0.00,51.61,mid starboard,0.287,51.61,1.0000,1.0000,0.1345
3.1,3.000,0.000,0.0036,,,,,,,0.0000,0.0000
3.2,3.000,0.000,0.0017,0.00,27.68,mid starboard,0.307,27.68,1.0000,1.0000,0.0017
3.3,3.000,0.000,-0.0003,0.00,51.25,mid starboard,0.274,51.25,1.0000,1.0000,-0.0003
4.1,3.000,0.000,0.0438,,,,,,,0.0000,0.0000
4.2,3.000,0.000,0.0469,9.62,21.47,mid starboard,0.269,11.85,0.9277,0.9277,0.0435
4.3,3.000,0.000,0.0455,0.00,49.71,mid starboard,0.317,49.71,1.0000,1.0000,0.0455
5.1,3.000,0.000,-0.0020,0.00,49.71,mid starboard,0.317,49.71,1.0000,1.0000,-0.0020
6.1,3.000,0.000,0.0034,,,,,,,0.0000,0.0000
6.2,3.000,0.000,-0.0023,0.00,20.66,mid starboard,0.365,20.66,1.0000,1.0000,-0.0023
6.3,3.000,0.000,0.0236,,,,,,,0.0000,0.0000
1.1,3.600,0.000,0.0853,5.97,37.92,aft starboard,0.209,31.95,1.0000,1.0000,0.0853
1.2,3.600,0.000,0.0568,5.28,38.42,mid starboard,0.224,33.14,1.0000,1.0000,0.0568
2.1,3.600,0.000,0.2954,,,,,,,0.0000,0.0000
2.2,3.600,0.000,0.0207,24.39,36.20,mid starboard,0.014,10.50,0.5278,0.5278,0.0109
2.3,3.600,0.000,0.2261,7.63,15.62,mid starboard,0.182,7.99,0.8407,0.8407,0.1900
2.4,3.600,0.000,0.0001,5.28,38.42,mid starboard,0.224,33.14,1.0000,1.0000,0.0001
2.5,3.600,0.000,0.0206,0.00,39.08,mid starboard,0.434,39.08,1.0000,1.0000,0.0206
2.6,3.600,0.000,0.1345,0.00,39.25,mid starboard,0.469,39.25,1.0000,1.0000,0.1345
3.1,3.600,0.000,0.0036,,,,,,,0.0000,0.0000
3.2,3.600,0.000,0.0017,0.00,14.56,mid starboard,0.288,14.56,0.9766,0.9766,0.0017
3.3,3.600,0.000,-0.0003,0.00,39.08,mid starboard,0.434,39.08,1.0000,1.0000,-0.0003
4.1,3.600,0.000,0.0438,,,,,,,0.0000,0.0000
4.2,3.600,0.000,0.0469,8.95,8.73,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.3,3.600,0.000,0.0455,0.00,37.13,mid starboard,0.516,37.13,1.0000,1.0000,0.0455
5.1,3.600,0.000,-0.0020,0.00,37.13,mid starboard,0.516,37.13,1.0000,1.0000,-0.0020
6.1,3.600,0.000,0.0034,,,,,,,0.0000,0.0000
6.2,3.600,0.000,-0.0023,0.00,4.41,mid starboard,0.085,4.41,0.6639,0.6639,-0.0015
6.3,3.600,0.000,0.0236,,,,,,,0.0000,0.0000
1.1,4.000,0.000,0.0853,6.97,30.49,aft starboard,0.243,23.52,1.0000,1.0000,0.0853
1.2,4.000,0.000,0.0568,5.57,32.14,mid starboard,0.256,26.57,1.0000,1.0000,0.0568
2.1,4.000,0.000,0.2954,,,,,,,0.0000,0.0000
2.2,4.000,0.000,0.0207,19.39,29.57,aft starboard,0.052,10.18,0.7238,0.7238,0.0150
2.3,4.000,0.000,0.2261,7.34,8.16,mid starboard,0.020,0.82,0.3031,0.3031,0.0685
2.4,4.000,0.000,0.0001,5.57,32.14,mid starboard,0.256,26.57,1.0000,1.0000,0.0001
2.5,4.000,0.000,0.0206,0.00,32.32,mid starboard,0.475,32.32,1.0000,1.0000,0.0206
2.6,4.000,0.000,0.1345,0.00,32.39,mid starboard,0.506,32.39,1.0000,1.0000,0.1345
3.1,4.000,0.000,0.0036,,,,,,,0.0000,0.0000
3.2,4.000,0.000,0.0017,0.00,6.47,mid starboard,0.148,6.47,0.7974,0.7974,0.0014
3.3,4.000,0.000,-0.0003,0.00,32.32,mid starboard,0.475,32.32,1.0000,1.0000,-0.0003
4.1,4.000,0.000,0.0438,,,,,,,0.0000,0.0000
4.2,4.000,0.000,0.0469,,,,,,,0.0000,0.0000
4.3,4.000,0.000,0.0455,0.00,29.99,mid starboard,0.526,29.99,1.0000,1.0000,0.0455
5.1,4.000,0.000,-0.0020,0.00,29.99,mid starboard,0.526,29.99,1.0000,1.0000,-0.0020
6.1,4.000,0.000,0.0034,,,,,,,0.0000,0.0000
6.2,4.000,0.000,-0.0023,,,,,,,0.0000,0.0000
6.3,4.000,0.000,0.0236,,,,,,,0.0000,0.0000
