Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.0560,1.10,49.55,mid starboard,0.195,48.45,1.0000,1.0000,0.0560
2.1,3.000,0.000,0.1202,60.00,45.89,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.1,3.000,0.000,0.0693,2.51,44.85,aft starboard,0.202,42.34,1.0000,1.0000,0.0693
3.2,3.000,0.000,0.0301,60.00,41.16,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.1,3.000,0.000,-0.0046,0.00,44.85,aft starboard,0.202,44.85,1.0000,1.0000,-0.0046
4.2,3.000,0.000,0.0795,19.92,27.07,aft starboard,0.045,7.14,0.6409,0.6409,0.0509
4.3,3.000,0.000,0.0784,60.00,47.49,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.4,3.000,0.000,0.0406,2.77,50.25,mid starboard,0.157,40.72,1.0000,1.0000,0.0406
5.1,3.000,0.000,0.0321,0.00,52.32,mid starboard,0.260,52.32,1.0000,1.0000,0.0321
6.1,3.000,0.000,-0.0049,0.00,26.31,aft starboard,0.107,26.31,0.9709,0.9709,-0.0048
6.2,3.000,0.000,0.0377,60.00,41.71,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
7.1,3.000,0.000,0.0382,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
7.2,3.000,0.000,0.0000,60.00,38.08,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
7.3,3.000,0.000,0.0004,2.77,50.24,mid starboard,0.157,40.74,1.0000,1.0000,0.0004
7.4,3.000,0.000,0.0547,0.00,51.67,mid starboard,0.284,51.67,1.0000,1.0000,0.0547
1.1,3.600,0.000,0.0560,2.55,37.42,aft starboard,0.295,34.88,1.0000,1.0000,0.0560
2.1,3.600,0.000,0.1202,22.07,33.84,aft starboard,0.050,11.78,0.7436,0.7436,0.0893
3.1,3.600,0.000,0.0693,5.14,26.33,aft starboard,0.235,21.20,1.0000,1.0000,0.0693
3.2,3.600,0.000,0.0301,60.00,29.91,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.1,3.600,0.000,-0.0046,0.00,26.16,aft starboard,0.239,26.16,1.0000,1.0000,-0.0046
4.2,3.600,0.000,0.0795,41.69,15.50,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.3,3.600,0.000,0.0784,16.25,36.68,mid starboard,0.100,20.43,0.9550,0.9550,0.0748
4.4,3.600,0.000,0.0406,3.23,38.87,mid starboard,0.284,35.64,1.0000,1.0000,0.0406
5.1,3.600,0.000,0.0321,0.00,40.32,mid starboard,0.409,40.32,1.0000,1.0000,0.0321
6.1,3.600,0.000,-0.0049,0.00,11.12,aft starboard,0.044,11.12,0.7087,0.7087,-0.0035
6.2,3.600,0.000,0.0377,60.00,31.46,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
7.1,3.600,0.000,0.0382,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
7.2,3.600,0.000,0.0000,60.00,27.92,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
7.3,3.600,0.000,0.0004,3.23,38.88,mid starboard,0.284,35.64,1.0000,1.0000,0.0004
7.4,3.600,0.000,0.0547,0.00,39.36,mid starboard,0.460,39.36,1.0000,1.0000,0.0547
1.1,4.000,0.000,0.0560,3.32,30.08,aft starboard,0.311,26.76,1.0000,1.0000,0.0560
2.1,4.000,0.000,0.1202,19.52,27.28,aft starboard,0.060,7.76,0.7025,0.7025,0.0844
3.1,4.000,0.000,0.0693,6.20,18.20,aft starboard,0.153,12.01,0.9307,0.9307,0.0645
3.2,4.000,0.000,0.0301,60.00,24.01,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.1,4.000,0.000,-0.0046,0.00,16.38,aft starboard,0.178,16.38,1.0000,1.0000,-0.0046
4.2,4.000,0.000,0.0795,60.00,7.54,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.3,4.000,0.000,0.0784,14.40,30.58,mid starboard,0.133,16.18,1.0000,1.0000,0.0784
4.4,4.000,0.000,0.0406,3.47,32.47,mid starboard,0.313,29.00,1.0000,1.0000,0.0406
5.1,4.000,0.000,0.0321,0.00,33.66,mid starboard,0.446,33.66,1.0000,1.0000,0.0321
6.1,4.000,0.000,-0.0049,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
6.2,4.000,0.000,0.0377,60.00,25.39,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
7.1,4.000,0.000,0.0382,,,,,,,0.0000,0.0000
7.2,4.000,0.000,0.0000,60.00,22.29,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
7.3,4.000,0.000,0.0004,3.47,32.47,mid starboard,0.313,29.00,1.0000,1.0000,0.0004
7.4,4.000,0.000,0.0547,0.00,32.53,mid starboard,0.499,32.53,1.0000,1.0000,0.0547
