Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.3390,60.00,26.90,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
1.2,3.000,0.000,0.1920,60.00,40.74,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
1.3,3.000,0.000,0.0517,4.79,50.04,mid starboard,0.163,45.25,1.0000,1.0000,0.0517
2.1,3.000,0.000,0.0508,60.00,16.56,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.2,3.000,0.000,0.0612,60.00,23.14,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.3,3.000,0.000,0.0243,60.00,36.85,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.4,3.000,0.000,0.0454,60.00,37.96,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.5,3.000,0.000,0.0192,5.48,48.68,mid starboard,0.219,43.20,1.0000,1.0000,0.0192
2.6,3.000,0.000,0.0137,0.34,52.16,mid starboard,0.251,51.82,1.0000,1.0000,0.0137
3.1,3.000,0.000,-0.0073,,,,,,,0.0000,0.0000
3.2,3.000,0.000,0.0000,60.00,24.15,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
3.3,3.000,0.000,-0.0046,0.00,33.96,mid starboard,0.207,33.96,1.0000,1.0000,-0.0046
3.4,3.000,0.000,0.0046,0.00,48.45,mid starboard,0.287,48.45,1.0000,1.0000,0.0046
3.5,3.000,0.000,0.0224,5.49,49.64,mid starboard,0.147,44.15,1.0000,1.0000,0.0224
4.1,3.000,0.000,0.0092,60.00,10.18,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.2,3.000,0.000,0.0149,60.00,30.99,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.3,3.000,0.000,0.0032,60.00,37.23,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.4,3.000,0.000,0.0657,0.46,51.62,mid starboard,0.281,51.16,1.0000,1.0000,0.0657
6.1,3.000,0.000,-0.0032,,,,,,,0.0000,0.0000
6.2,3.000,0.000,0.0000,60.00,12.12,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
6.3,3.000,0.000,0.0014,0.00,20.66,mid starboard,0.365,20.66,1.0000,1.0000,0.0014
6.4,3.000,0.000,0.0237,9.42,46.12,mid starboard,0.225,36.70,1.0000,1.0000,0.0237
6.5,3.000,0.000,0.0551,0.00,51.61,mid starboard,0.287,51.61,1.0000,1.0000,0.0551
1.1,3.600,0.000,0.3390,60.00,18.27,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
1.2,3.600,0.000,0.1920,60.00,30.92,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
1.3,3.600,0.000,0.0517,4.83,38.42,mid starboard,0.311,33.59,1.0000,1.0000,0.0517
2.1,3.600,0.000,0.0508,60.00,6.15,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.2,3.600,0.000,0.0612,60.00,14.74,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.3,3.600,0.000,0.0243,60.00,26.92,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.4,3.600,0.000,0.0454,60.00,28.45,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.5,3.600,0.000,0.0192,5.23,36.86,mid starboard,0.386,31.62,1.0000,1.0000,0.0192
2.6,3.600,0.000,0.0137,0.42,40.16,mid starboard,0.399,39.74,1.0000,1.0000,0.0137
3.1,3.600,0.000,-0.0073,,,,,,,0.0000,0.0000
3.2,3.600,0.000,0.0000,60.00,15.74,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
3.3,3.600,0.000,-0.0046,0.00,21.51,mid starboard,0.300,21.51,1.0000,1.0000,-0.0046
3.4,3.600,0.000,0.0046,0.00,36.10,mid starboard,0.463,36.10,1.0000,1.0000,0.0046
3.5,3.600,0.000,0.0224,5.57,38.08,mid starboard,0.294,32.51,1.0000,1.0000,0.0224
