Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
4.5,3.600,0.000,0.1094,0.01,39.25,mid starboard,0.469,39.25,1.0000,1.0000,0.1094
5.1,3.600,0.000,0.0002,60.00,23.15,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
6.1,3.600,0.000,0.0218,,,,,,,0.0000,0.0000
6.2,3.600,0.000,-0.0065,0.00,24.63,mid starboard,0.292,24.63,1.0000,1.0000,-0.0065
6.3,3.600,0.000,-0.0014,0.00,33.71,mid starboard,0.468,33.71,1.0000,1.0000,-0.0014
6.4,3.600,0.000,0.0009,60.00,32.71,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.5,3.600,0.000,0.0251,0.00,39.25,mid starboard,0.469,39.25,1.0000,1.0000,0.0251
1.1,4.000,0.000,0.2694,60.00,19.62,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
2.1,4.000,0.000,0.1273,,,,,,,0.0000,0.0000
2.2,4.000,0.000,0.1324,60.00,28.44,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.3,4.000,0.000,0.0453,3.76,32.39,mid starboard,0.327,28.63,1.0000,1.0000,0.0453
2.4,4.000,0.000,0.0001,0.00,33.72,mid starboard,0.440,33.72,1.0000,1.0000,0.0001
3.1,4.000,0.000,-0.0161,,,,,,,0.0000,0.0000
3.2,4.000,0.000,0.0489,60.00,17.24,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.1,4.000,0.000,0.0473,21.60,20.59,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.2,4.000,0.000,0.0355,60.00,26.97,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.3,4.000,0.000,0.0662,4.87,27.33,mid starboard,0.411,22.45,1.0000,1.0000,0.0662
4.4,4.000,0.000,0.0045,3.77,32.37,mid starboard,0.326,28.60,1.0000,1.0000,0.0045
4.5,4.000,0.000,0.1094,0.01,32.39,mid starboard,0.506,32.38,1.0000,1.0000,0.1094
5.1,4.000,0.000,0.0002,60.00,17.73,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
6.1,4.000,0.000,0.0218,,,,,,,0.0000,0.0000
6.2,4.000,0.000,-0.0065,0.00,17.36,mid starboard,0.262,17.36,1.0000,1.0000,-0.0065
6.3,4.000,0.000,-0.0014,0.00,26.66,mid starboard,0.468,26.66,1.0000,1.0000,-0.0014
6.4,4.000,0.000,0.0009,60.00,26.93,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
6.5,4.000,0.000,0.0251,0.00,32.39,mid starboard,0.506,32.39,1.0000,1.0000,0.0251
