Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.0005,1.21,52.07,mid starboard,0.249,50.86,1.0000,1.0000,0.0005
1.2,3.000,0.000,0.0005,4.76,51.52,mid starboard,0.216,46.77,1.0000,1.0000,0.0005
1.3,3.000,0.000,0.0008,6.76,51.44,mid starboard,0.190,44.68,1.0000,1.0000,0.0008
1.4,3.000,0.000,0.0000,0.00,51.99,mid starboard,0.282,51.99,1.0000,1.0000,0.0000
2.1,3.000,0.000,0.0062,1.39,51.38,mid starboard,0.220,49.99,1.0000,1.0000,0.0062
2.2,3.000,0.000,0.0006,0.89,49.50,mid starboard,0.334,48.61,1.0000,1.0000,0.0006
2.3,3.000,0.000,0.0002,5.92,51.26,mid starboard,0.207,45.34,1.0000,1.0000,0.0002
2.4,3.000,0.000,0.0053,7.70,50.81,mid starboard,0.170,43.11,1.0000,1.0000,0.0053
2.5,3.000,0.000,0.0002,11.46,50.63,mid starboard,0.154,39.17,1.0000,1.0000,0.0002
2.6,3.000,0.000,0.0091,13.07,50.74,mid starboard,0.124,37.66,1.0000,1.0000,0.0091
2.7,3.000,0.000,0.0000,0.00,51.88,mid starboard,0.277,51.88,1.0000,1.0000,0.0000
2.8,3.000,0.000,0.0011,0.07,51.93,mid starboard,0.288,51.86,1.0000,1.0000,0.0011
3.1,3.000,0.000,0.0005,0.89,49.49,mid starboard,0.334,48.61,1.0000,1.0000,0.0005
3.2,3.000,0.000,0.0589,1.39,47.42,mid starboard,0.154,41.21,1.0000,1.0000,0.0589
3.3,3.000,0.000,0.0000,12.64,50.37,mid starboard,0.147,37.74,1.0000,1.0000,0.0000
3.4,3.000,0.000,0.0003,3.17,47.64,mid starboard,0.363,44.47,1.0000,1.0000,0.0003
3.5,3.000,0.000,0.0508,7.54,48.01,mid starboard,0.067,29.40,0.8658,0.8658,0.0440
3.6,3.000,0.000,0.0010,3.95,44.02,mid starboard,0.610,40.08,1.0000,1.0000,0.0010
3.7,3.000,0.000,0.0868,60.00,44.60,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
3.8,3.000,0.000,0.0002,0.00,51.75,mid starboard,0.274,51.75,1.0000,1.0000,0.0002
3.9,3.000,0.000,0.0127,0.07,51.81,mid starboard,0.283,51.75,1.0000,1.0000,0.0127
4.1,3.000,0.000,0.0070,3.29,45.13,aft starboard,0.318,41.84,1.0000,1.0000,0.0070
4.2,3.000,0.000,0.0022,13.48,49.88,mid starboard,0.137,36.41,1.0000,1.0000,0.0022
4.3,3.000,0.000,0.0002,3.50,47.04,mid starboard,0.389,43.54,1.0000,1.0000,0.0002
4.4,3.000,0.000,0.0027,24.80,49.24,mid starboard,0.048,24.44,0.7957,0.7957,0.0021
4.5,3.000,0.000,0.0011,4.72,42.48,mid starboard,0.721,37.76,1.0000,1.0000,0.0011
4.6,3.000,0.000,0.0000,60.00,43.95,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
4.7,3.000,0.000,0.0001,3.82,43.16,mid starboard,0.713,39.34,1.0000,1.0000,0.0001
