Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.0001,0.00,52.34,mid starboard,0.258,52.34,1.0000,1.0000,0.0001
1.2,3.000,0.000,0.0002,0.00,52.33,mid starboard,0.258,52.33,1.0000,1.0000,0.0002
1.3,3.000,0.000,0.0000,0.00,51.88,mid starboard,0.277,51.88,1.0000,1.0000,0.0000
2.1,3.000,0.000,0.0060,1.04,51.50,mid starboard,0.225,50.46,1.0000,1.0000,0.0060
2.2,3.000,0.000,0.0065,8.63,50.69,mid starboard,0.165,42.05,1.0000,1.0000,0.0065
2.3,3.000,0.000,0.0009,0.00,52.29,mid starboard,0.254,52.29,1.0000,1.0000,0.0009
2.4,3.000,0.000,0.0002,0.00,52.33,mid starboard,0.257,52.33,1.0000,1.0000,0.0002
2.5,3.000,0.000,0.0013,0.00,52.28,mid starboard,0.253,52.28,1.0000,1.0000,0.0013
2.6,3.000,0.000,0.0098,13.07,50.74,mid starboard,0.124,37.66,1.0000,1.0000,0.0098
2.7,3.000,0.000,0.0002,0.00,51.75,mid starboard,0.274,51.75,1.0000,1.0000,0.0002
2.8,3.000,0.000,0.0138,0.07,51.81,mid starboard,0.283,51.75,1.0000,1.0000,0.0138
3.1,3.000,0.000,0.0070,3.22,47.17,mid starboard,0.300,43.95,1.0000,1.0000,0.0070
3.2,3.000,0.000,0.0024,13.48,49.88,mid starboard,0.137,36.41,1.0000,1.0000,0.0024
3.3,3.000,0.000,0.1205,0.07,51.68,mid starboard,0.279,51.62,1.0000,1.0000,0.1205
4.1,3.000,0.000,0.0524,1.03,47.87,mid starboard,0.165,43.65,1.0000,1.0000,0.0524
4.2,3.000,0.000,0.0062,3.22,47.17,mid starboard,0.300,43.95,1.0000,1.0000,0.0062
4.3,3.000,0.000,0.0568,8.45,47.59,mid starboard,0.053,25.77,0.8165,0.8165,0.0464
4.4,3.000,0.000,0.0040,8.20,44.71,mid starboard,0.315,36.51,1.0000,1.0000,0.0040
4.5,3.000,0.000,0.0016,0.00,52.23,mid starboard,0.249,52.23,1.0000,1.0000,0.0016
4.6,3.000,0.000,0.0028,25.61,49.13,mid starboard,0.043,23.51,0.7260,0.7260,0.0020
4.7,3.000,0.000,0.0126,6.05,39.77,mid starboard,0.643,33.72,1.0000,1.0000,0.0126
4.8,3.000,0.000,0.0854,60.00,44.60,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
5.1,3.000,0.000,0.0615,6.26,31.58,aft starboard,0.141,25.32,1.0000,1.0000,0.0615
5.2,3.000,0.000,0.0027,8.31,44.09,mid starboard,0.341,35.77,1.0000,1.0000,0.0027
5.3,3.000,0.000,0.0001,30.23,48.35,mid starboard,0.016,18.11,0.0000,0.0000,0.0000
5.4,3.000,0.000,0.0133,6.46,38.11,mid starboard,0.792,31.65,1.0000,1.0000,0.0133
5.5,3.000,0.000,0.0000,60.00,43.95,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
5.6,3.000,0.000,0.0006,5.61,38.13,mid starboard,0.863,32.52,1.0000,1.0000,0.0006
6.1,3.000,0.000,0.0544,6.26,31.58,aft starboard,0.141,25.32,1.0000,1.0000,0.0544
6.2,3.000,0.000,0.0022,6.48,24.45,aft starboard,0.445,17.97,1.0000,1.0000,0.0022
6.3,3.000,0.000,0.0208,60.00,39.45,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
6.4,3.000,0.000,0.0352,10.65,38.38,aft starboard,0.127,27.73,1.0000,1.0000,0.0352
6.5,3.000,0.000,0.1101,24.53,26.24,mid starboard,0.017,1.71,0.3485,0.3485,0.0384
7.1,3.000,0.000,0.0237,11.00,37.40,aft starboard,0.143,26.40,1.0000,1.0000,0.0237
7.2,3.000,0.000,0.1166,21.10,24.44,mid starboard,0.050,3.34,0.5428,0.5428,0.0633
7.3,3.000,0.000,0.0061,6.01,36.43,mid starboard,1.021,30.42,1.0000,1.0000,0.0061
1.1,3.600,0.000,0.0000,0.01,40.36,mid starboard,0.406,40.35,1.0000,1.0000,0.0000
1.2,3.600,0.000,0.0001,0.02,40.36,mid starboard,0.405,40.33,1.0000,1.0000,0.0001
1.3,3.600,0.000,0.0000,0.00,39.61,mid starboard,0.454,39.61,1.0000,1.0000,0.0000
2.1,3.600,0.000,0.0024,2.48,39.74,mid starboard,0.376,37.26,1.0000,1.0000,0.0024
2.2,3.600,0.000,0.0026,7.29,39.11,mid starboard,0.329,31.82,1.0000,1.0000,0.0026
2.3,3.600,0.000,0.0009,0.01,40.33,mid starboard,0.402,40.32,1.0000,1.0000,0.0009
2.4,3.600,0.000,0.0001,0.04,40.35,mid starboard,0.405,40.32,1.0000,1.0000,0.0001
2.5,3.600,0.000,0.0014,0.02,40.32,mid starboard,0.401,40.30,1.0000,1.0000,0.0014
2.6,3.600,0.000,0.0039,9.09,39.08,mid starboard,0.310,29.99,1.0000,1.0000,0.0039
2.7,3.600,0.000,0.0002,0.00,39.39,mid starboard,0.450,39.39,1.0000,1.0000,0.0002
2.8,3.600,0.000,0.0055,0.05,39.55,mid starboard,0.463,39.50,1.0000,1.0000,0.0055
3.1,3.600,0.000,0.0028,2.20,28.23,aft starboard,0.400,26.03,1.0000,1.0000,0.0028
3.2,3.600,0.000,0.0010,9.77,38.52,mid starboard,0.298,28.75,1.0000,1.0000,0.0010
3.3,3.600,0.000,0.1288,0.05,39.32,mid starboard,0.459,39.27,1.0000,1.0000,0.1288
4.1,3.600,0.000,0.0560,2.48,32.64,aft starboard,0.187,30.16,1.0000,1.0000,0.0560
4.2,3.600,0.000,0.0025,2.20,28.23,aft starboard,0.400,26.03,1.0000,1.0000,0.0025
4.3,3.600,0.000,0.0607,10.22,35.42,aft starboard,0.123,25.20,1.0000,1.0000,0.0607
