Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
2.1,3.000,0.000,0.1572,0.00,38.30,aft starboard,0.176,38.30,1.0000,1.0000,0.1572
2.2,3.000,0.000,0.1598,0.00,31.87,aft starboard,0.160,31.87,1.0000,1.0000,0.1598
2.3,3.000,0.000,0.3493,0.00,20.66,mid starboard,0.365,20.66,1.0000,1.0000,0.3493
2.4,3.000,0.000,0.1345,0.00,51.61,mid starboard,0.287,51.61,1.0000,1.0000,0.1345
4.1,3.000,0.000,0.0659,,,,,,,0.0000,0.0000
4.2,3.000,0.000,0.0668,,,,,,,0.0000,0.0000
4.3,3.000,0.000,0.0658,,,,,,,0.0000,0.0000
6.1,3.000,0.000,0.0005,,,,,,,0.0000,0.0000
2.1,3.600,0.000,0.1572,0.00,19.02,aft starboard,0.169,19.02,1.0000,1.0000,0.1572
2.2,3.600,0.000,0.1598,0.00,17.91,aft starboard,0.127,17.91,1.0000,1.0000,0.1598
2.3,3.600,0.000,0.3493,0.00,4.42,mid starboard,0.085,4.42,0.6644,0.6644,0.2321
2.4,3.600,0.000,0.1345,0.00,39.25,mid starboard,0.469,39.25,1.0000,1.0000,0.1345
4.1,3.600,0.000,0.0659,,,,,,,0.0000,0.0000
4.2,3.600,0.000,0.0668,,,,,,,0.0000,0.0000
4.3,3.600,0.000,0.0658,,,,,,,0.0000,0.0000
6.1,3.600,0.000,0.0005,,,,,,,0.0000,0.0000
2.1,4.000,0.000,0.1572,0.00,7.07,aft starboard,0.070,7.07,0.7130,0.7130,0.1121
2.2,4.000,0.000,0.1598,0.00,8.59,aft starboard,0.053,8.59,0.6990,0.6990,0.1117
2.3,4.000,0.000,0.3493,,,,,,,0.0000,0.0000
2.4,4.000,0.000,0.1345,0.00,32.39,mid starboard,0.506,32.39,1.0000,1.0000,0.1345
4.1,4.000,0.000,0.0659,,,,,,,0.0000,0.0000
4.2,4.000,0.000,0.0668,,,,,,,0.0000,0.0000
4.3,4.000,0.000,0.0658,,,,,,,0.0000,0.0000
6.1,4.000,0.000,0.0005,,,,,,,0.0000,0.0000
