Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.0075,0.00,51.93,mid starboard,0.251,51.93,1.0000,1.0000,0.0075
1.2,3.000,0.000,0.0002,0.00,52.33,mid starboard,0.258,52.33,1.0000,1.0000,0.0002
1.3,3.000,0.000,0.0005,0.00,52.33,mid starboard,0.257,52.33,1.0000,1.0000,0.0005
2.1,3.000,0.000,0.0414,0.95,50.33,mid starboard,0.236,49.38,1.0000,1.0000,0.0414
2.2,3.000,0.000,0.0929,6.82,48.50,mid starboard,0.054,28.06,0.8181,0.8181,0.0760
2.3,3.000,0.000,0.0006,0.00,52.32,mid starboard,0.256,52.32,1.0000,1.0000,0.0006
3.1,3.000,0.000,0.0037,0.00,50.33,mid starboard,0.236,50.33,1.0000,1.0000,0.0037
3.2,3.000,0.000,0.0095,7.05,48.14,mid starboard,0.045,25.17,0.7813,0.7813,0.0074
3.3,3.000,0.000,0.1752,60.00,27.40,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
3.4,3.000,0.000,0.0709,7.20,48.93,mid starboard,0.058,26.17,0.8325,0.8325,0.0590
3.5,3.000,0.000,0.0472,0.90,51.84,mid starboard,0.256,50.94,1.0000,1.0000,0.0472
4.1,3.000,0.000,0.0001,0.00,50.33,mid starboard,0.236,50.33,1.0000,1.0000,0.0001
4.2,3.000,0.000,0.0034,60.00,12.45,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
4.3,3.000,0.000,0.0266,2.39,51.01,mid starboard,0.228,48.62,1.0000,1.0000,0.0266
5.1,3.000,0.000,0.0449,60.00,21.81,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
5.2,3.000,0.000,-0.0130,60.00,8.29,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
5.3,3.000,0.000,0.0236,60.00,45.46,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
5.4,3.000,0.000,0.1858,60.00,36.80,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
5.5,3.000,0.000,0.0003,7.20,48.91,mid starboard,0.058,26.17,0.8325,0.8325,0.0003
5.6,3.000,0.000,0.0846,0.00,51.61,mid starboard,0.287,51.61,1.0000,1.0000,0.0846
6.1,3.000,0.000,0.0247,60.00,8.29,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
6.2,3.000,0.000,0.0000,7.20,48.91,mid starboard,0.058,26.17,0.8325,0.8325,0.0000
6.3,3.000,0.000,0.0056,0.00,50.74,mid starboard,0.278,50.74,1.0000,1.0000,0.0056
6.4,3.000,0.000,0.0023,0.00,51.61,mid starboard,0.287,51.61,1.0000,1.0000,0.0023
7.1,3.000,0.000,0.0048,60.00,-0.01,aft port,0.000,0.00,0.0000,0.0000,0.0000
