Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
4.1,3.000,0.000,0.1494,0.00,39.85,aft starboard,0.182,39.85,1.0000,1.0000,0.1494
5.1,3.000,0.000,0.1677,0.00,30.68,aft starboard,0.150,30.68,1.0000,1.0000,0.1677
6.1,3.000,0.000,0.3493,0.00,20.66,mid starboard,0.365,20.66,1.0000,1.0000,0.3493
6.2,3.000,0.000,0.1345,0.00,51.61,mid starboard,0.287,51.61,1.0000,1.0000,0.1345
4.1,3.600,0.000,0.1494,0.00,20.80,aft starboard,0.186,20.80,1.0000,1.0000,0.1494
5.1,3.600,0.000,0.1677,0.00,16.62,aft starboard,0.110,16.62,0.9779,0.9779,0.1640
6.1,3.600,0.000,0.3493,0.00,4.40,mid starboard,0.084,4.40,0.6627,0.6627,0.2315
6.2,3.600,0.000,0.1345,0.00,39.25,mid starboard,0.469,39.25,1.0000,1.0000,0.1345
4.1,4.000,0.000,0.1494,0.00,9.49,aft starboard,0.097,9.49,0.8311,0.8311,0.1242
5.1,4.000,0.000,0.1677,0.00,6.69,aft starboard,0.028,6.69,0.5606,0.5606,0.0940
6.1,4.000,0.000,0.3493,,,,,,,0.0000,0.0000
6.2,4.000,0.000,0.1345,0.00,32.39,mid starboard,0.506,32.39,1.0000,1.0000,0.1345
