Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
4.1,3.000,0.000,0.1314,8.36,43.22,aft starboard,0.098,32.89,0.9498,0.9498,0.1248
4.2,3.000,0.000,0.1206,60.00,43.91,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
5.1,3.000,0.000,0.0781,60.00,46.10,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
5.2,3.000,0.000,0.0561,12.25,48.42,mid starboard,0.052,25.86,0.8109,0.8109,0.0455
5.3,3.000,0.000,0.0346,2.50,50.86,mid starboard,0.191,48.37,1.0000,1.0000,0.0346
5.4,3.000,0.000,0.0014,0.03,52.30,mid starboard,0.257,52.27,1.0000,1.0000,0.0014
4.1,3.600,0.000,0.1314,12.25,30.58,aft starboard,0.131,18.32,1.0000,1.0000,0.1314
4.2,3.600,0.000,0.1206,28.89,31.55,aft starboard,0.006,2.66,0.1411,0.1411,0.0170
5.1,3.600,0.000,0.0781,19.60,35.43,mid starboard,0.084,15.83,0.9131,0.9131,0.0714
5.2,3.600,0.000,0.0561,10.31,37.25,mid starboard,0.196,26.94,1.0000,1.0000,0.0561
5.3,3.600,0.000,0.0346,2.76,39.18,mid starboard,0.332,36.43,1.0000,1.0000,0.0346
5.4,3.600,0.000,0.0014,0.05,40.32,mid starboard,0.404,40.27,1.0000,1.0000,0.0014
4.1,4.000,0.000,0.1314,13.14,24.39,aft starboard,0.103,11.25,0.8819,0.8819,0.1159
4.2,4.000,0.000,0.1206,27.78,25.30,aft starboard,0.000,0.00,0.0000,0.0000,0.0000
5.1,4.000,0.000,0.0781,17.07,29.41,mid starboard,0.104,12.34,0.9049,0.9049,0.0707
5.2,4.000,0.000,0.0561,9.69,30.97,mid starboard,0.229,21.29,1.0000,1.0000,0.0561
5.3,4.000,0.000,0.0346,2.88,32.66,mid starboard,0.367,29.77,1.0000,1.0000,0.0346
5.4,4.000,0.000,0.0014,0.07,33.68,mid starboard,0.438,33.61,1.0000,1.0000,0.0014
