Damage case,Intact draft,Intact trim,pi * ri * vi,Equilibrium angle of heel,Downflooding angle,Downflooding opening,Maximum GZ,Range,s,si,ai
1.1,3.000,0.000,0.0047,0.55,51.71,mid starboard,0.235,51.16,1.0000,1.0000,0.0047
1.2,3.000,0.000,0.0081,10.19,50.48,mid starboard,0.157,40.30,1.0000,1.0000,0.0081
1.3,3.000,0.000,0.0095,13.06,50.74,mid starboard,0.124,37.68,1.0000,1.0000,0.0095
1.4,3.000,0.000,0.0003,0.05,52.32,mid starboard,0.256,52.26,1.0000,1.0000,0.0003
2.1,3.000,0.000,0.0005,0.72,51.61,mid starboard,0.232,50.88,1.0000,1.0000,0.0005
2.2,3.000,0.000,0.0409,0.55,50.12,mid starboard,0.200,49.57,1.0000,1.0000,0.0409
2.3,3.000,0.000,0.0022,13.47,49.88,mid starboard,0.137,36.41,1.0000,1.0000,0.0022
2.4,3.000,0.000,0.0004,11.33,50.30,mid starboard,0.151,38.97,1.0000,1.0000,0.0004
2.5,3.000,0.000,0.0705,10.32,48.26,mid starboard,0.037,24.07,0.7460,0.7460,0.0526
2.6,3.000,0.000,0.0030,26.88,48.93,mid starboard,0.036,22.05,0.5831,0.5831,0.0018
2.7,3.000,0.000,0.0827,60.00,47.80,mid starboard,0.000,0.00,0.0000,0.0000,0.0000
2.8,3.000,0.000,0.0005,13.07,50.74,mid starboard,0.124,37.66,1.0000,1.0000,0.0005
2.9,3.000,0.000,0.0000,0.00,52.34,mid starboard,0.258,52.34,1.0000,1.0000,0.0000
3.1,3.000,0.000,0.0069,6.09,49.40,mid starboard,0.218,43.32,1.0000,1.0000,0.0069
3.2,3.000,0.000,0.0040,0.72,50.02,mid starboard,0.196,49.30,1.0000,1.0000,0.0040
3.3,3.000,0.000,0.0000,30.20,48.35,mid starboard,0.016,18.14,0.0000,0.0000,0.0000
3.4,3.000,0.000,0.0037,12.40,48.10,mid starboard,0.026,20.69,0.6831,0.6831,0.0026
3.5,3.000,0.000,0.0006,14.51,50.57,mid starboard,0.114,36.06,0.9872,0.9872,0.0006
